Detailed Statistics Departures  
Origin Airport: Newark, NJ: Newark Liberty International (EWR)
Airline: Frontier Airlines Inc. (F9)
Month(s): January, February, March, April, May, June, July, August, September, October, November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2017, 2018, 2019, 2021, 2022, 2023 and 2024

Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Actual departure time
"F9","06/22/2021","2959","N233FR","MIA","18:13"
"F9","06/22/2021","2961","N348FR","MIA","06:51"
"F9","06/23/2021","0123","N373FR","SJU","04:24"
"F9","06/23/2021","1259","N344FR","MCO","07:03"
"F9","06/23/2021","1261","N334FR","MCO","00:13"
"F9","06/23/2021","1531","N301FR","ATL","11:30"
"F9","06/23/2021","2135","N354FR","DFW","08:30"
"F9","06/23/2021","2555","N377FR","TPA","10:57"
"F9","06/23/2021","2959","N301FR","MIA","19:43"
"F9","06/23/2021","2961","N238FR","MIA","07:06"
"F9","06/24/2021","0123","N307FR","SJU","02:52"
"F9","06/24/2021","1259","","MCO","00:00"
"F9","06/24/2021","1261","N348FR","MCO","22:47"
"F9","06/24/2021","1531","N339FR","ATL","11:38"
"F9","06/24/2021","2135","N365FR","DFW","08:29"
"F9","06/24/2021","2959","N339FR","MIA","18:55"
"F9","06/24/2021","2961","N353FR","MIA","06:54"
"F9","06/25/2021","0123","N227FR","SJU","03:25"
"F9","06/25/2021","1259","N372FR","MCO","07:15"
"F9","06/25/2021","1261","N377FR","MCO","00:41"
"F9","06/25/2021","1531","N371FR","ATL","11:40"
"F9","06/25/2021","2135","N379FR","DFW","08:27"
"F9","06/25/2021","2555","N305FR","TPA","10:54"
"F9","06/25/2021","2959","N371FR","MIA","18:25"
"F9","06/25/2021","2961","N356FR","MIA","06:33"
"F9","06/26/2021","0123","N353FR","SJU","00:43"
"F9","06/26/2021","1259","N356FR","MCO","06:53"
"F9","06/26/2021","1261","N359FR","MCO","22:55"
"F9","06/26/2021","1531","N373FR","ATL","12:41"
"F9","06/26/2021","2135","N383FR","DFW","08:29"
"F9","06/26/2021","2555","N365FR","TPA","11:11"
"F9","06/26/2021","2959","N373FR","MIA","18:41"
"F9","06/26/2021","2961","N230FR","MIA","09:59"
"F9","06/27/2021","0123","N201FR","SJU","02:28"
"F9","06/27/2021","1259","N230FR","MCO","08:32"
"F9","06/27/2021","1261","N359FR","MCO","00:31"
"F9","06/27/2021","1531","N303FR","ATL","11:38"
"F9","06/27/2021","2135","N227FR","DFW","08:23"
"F9","06/27/2021","2555","N236FR","TPA","10:54"
"F9","06/27/2021","2959","N324FR","MIA","20:10"
"F9","06/27/2021","2961","N233FR","MIA","06:27"
"F9","06/28/2021","0123","N343FR","SJU","03:17"
"F9","06/28/2021","1259","N363FR","MCO","06:30"
"F9","06/28/2021","1261","N377FR","MCO","00:46"
"F9","06/28/2021","1531","N334FR","ATL","11:52"
"F9","06/28/2021","2135","N317FR","DFW","08:23"
"F9","06/28/2021","2555","N380FR","TPA","10:50"
"F9","06/28/2021","2959","N334FR","MIA","18:09"
"F9","06/28/2021","2961","N303FR","MIA","06:36"
"F9","06/28/2024","3571","N389FR","SJU","09:52"
"F9","06/29/2021","0123","N316FR","SJU","00:37"
"F9","06/29/2021","1259","N379FR","MCO","06:35"
"F9","06/29/2021","1261","N377FR","MCO","22:32"
"F9","06/29/2021","1531","N364FR","ATL","11:44"
"F9","06/29/2021","2135","N307FR","DFW","08:55"
"F9","06/29/2021","2555","N380FR","TPA","10:55"
"F9","06/29/2021","2959","N364FR","MIA","18:14"
"F9","06/29/2021","2961","N356FR","MIA","06:30"
"F9","06/29/2024","3571","N359FR","SJU","12:55"
"F9","06/29/2024","3573","N394FR","SJU","12:23"
"F9","06/30/2021","0123","N312FR","SJU","00:32"
"F9","06/30/2021","1259","N228FR","MCO","06:45"
"F9","06/30/2021","1261","","MCO","00:00"
"F9","06/30/2021","1531","N341FR","ATL","11:40"
"F9","06/30/2021","2135","N349FR","DFW","08:25"
"F9","06/30/2021","2555","N347FR","TPA","10:51"
"F9","06/30/2021","2959","N341FR","MIA","18:09"
"F9","06/30/2021","2961","N323FR","MIA","06:29"
"F9","06/30/2024","3571","N646FR","SJU","06:00"
"F9","07/01/2021","0123","","SJU","00:00"
"F9","07/01/2021","1259","N323FR","MCO","06:35"
"F9","07/01/2021","1261","N309FR","MCO","23:33"
"F9","07/01/2021","1531","N329FR","ATL","11:30"
"F9","07/01/2021","2135","N210FR","DFW","08:27"
"F9","07/01/2021","2959","N329FR","MIA","20:12"
"F9","07/01/2021","2961","N368FR","MIA","06:36"
"F9","07/01/2021","7261","N232FR","MCO","14:22"
"F9","07/01/2024","3571","N359FR","SJU","06:02"
"F9","07/01/2024","3573","N395FR","SJU","11:43"
"F9","07/02/2021","0123","N376FR","SJU","01:37"
"F9","07/02/2021","1259","","MCO","00:00"
"F9","07/02/2021","1261","N317FR","MCO","02:56"
"F9","07/02/2021","1531","N374FR","ATL","12:00"
"F9","07/02/2021","2135","N336FR","DFW","10:07"
"F9","07/02/2021","2555","","TPA","00:00"
"F9","07/02/2021","2959","N370FR","MIA","01:17"
"F9","07/02/2021","2961","N318FR","MIA","06:28"
"F9","07/02/2024","3571","N383FR","SJU","06:21"
"F9","07/03/2021","0123","N207FR","SJU","01:22"
"F9","07/03/2021","1259","N233FR","MCO","07:25"
"F9","07/03/2021","1261","N371FR","MCO","22:27"
"F9","07/03/2021","1531","N370FR","ATL","11:37"
"F9","07/03/2021","2135","N374FR","DFW","08:45"
"F9","07/03/2021","2555","N381FR","TPA","11:49"
"F9","07/03/2021","2959","N370FR","MIA","18:12"
"F9","07/03/2021","2961","N228FR","MIA","07:07"
"F9","07/03/2024","3571","N383FR","SJU","06:04"
"F9","07/03/2024","3573","N395FR","SJU","11:14"
"F9","07/04/2021","0123","N310FR","SJU","00:33"
"F9","07/04/2021","1259","N328FR","MCO","06:30"
"F9","07/04/2021","1261","N232FR","MCO","22:44"
"F9","07/04/2021","1531","N308FR","ATL","11:35"
"F9","07/04/2021","2135","N341FR","DFW","08:22"
"F9","07/04/2021","2555","N380FR","TPA","10:59"
"F9","07/04/2021","2959","N308FR","MIA","18:09"
"F9","07/04/2021","2961","N354FR","MIA","06:37"
"F9","07/04/2024","3571","N631FR","SJU","05:58"
"F9","07/05/2021","0123","N360FR","SJU","01:19"
"F9","07/05/2021","1259","N235FR","MCO","06:37"
"F9","07/05/2021","1261","N373FR","MCO","22:38"
"F9","07/05/2021","1531","N331FR","ATL","11:34"
"F9","07/05/2021","2135","N339FR","DFW","08:28"
"F9","07/05/2021","2555","N305FR","TPA","11:26"
"F9","07/05/2021","2959","N331FR","MIA","18:11"
"F9","07/05/2021","2961","N354FR","MIA","06:34"
"F9","07/05/2024","3571","N393FR","SJU","08:45"
"F9","07/05/2024","3573","N631FR","SJU","11:22"
"F9","07/06/2021","0123","N323FR","SJU","00:24"
"F9","07/06/2021","1259","N365FR","MCO","06:32"
"F9","07/06/2021","1261","","MCO","00:00"
"F9","07/06/2021","1531","N374FR","ATL","11:37"
"F9","07/06/2021","2135","N338FR","DFW","08:25"
"F9","07/06/2021","2555","N310FR","TPA","10:52"
"F9","07/06/2021","2959","N374FR","MIA","18:09"
"F9","07/06/2021","2961","N349FR","MIA","06:48"
"F9","07/06/2024","3571","N388FR","SJU","05:53"
"F9","07/06/2024","3573","N631FR","SJU","12:31"
"F9","07/07/2021","0123","N359FR","SJU","01:32"
"F9","07/07/2021","1259","N378FR","MCO","08:07"
"F9","07/07/2021","1261","N341FR","MCO","23:01"
"F9","07/07/2021","1531","N303FR","ATL","11:44"
"F9","07/07/2021","2135","N364FR","DFW","12:41"
"F9","07/07/2021","2555","N310FR","TPA","10:47"
"F9","07/07/2021","2959","N326FR","MIA","19:34"
"F9","07/07/2021","2961","N328FR","MIA","08:23"
"F9","07/07/2021","7261","N352FR","MCO","15:33"
"F9","07/07/2024","3571","N363FR","SJU","06:02"
"F9","07/08/2021","0123","N363FR","SJU","00:29"
"F9","07/08/2021","1259","N330FR","MCO","09:28"
"F9","07/08/2021","1261","N367FR","MCO","23:02"
"F9","07/08/2021","1531","N367FR","ATL","14:05"
"F9","07/08/2021","2135","N380FR","DFW","08:32"
"F9","07/08/2021","2959","N304FR","MIA","21:13"
"F9","07/08/2021","2961","N370FR","MIA","06:29"
"F9","07/08/2024","3571","N228FR","SJU","10:43"
"F9","07/08/2024","3573","N395FR","SJU","11:07"
"F9","07/09/2021","0123","N238FR","SJU","00:56"
"F9","07/09/2021","1259","N301FR","MCO","07:29"
"F9","07/09/2021","1261","N356FR","MCO","23:15"
"F9","07/09/2021","1531","N304FR","ATL","11:43"
"F9","07/09/2021","2135","N348FR","DFW","09:45"
"F9","07/09/2021","2555","N383FR","TPA","11:08"
"F9","07/09/2021","2959","N304FR","MIA","19:03"
"F9","07/09/2021","2961","N332FR","MIA","08:32"
"F9","07/09/2024","3571","N363FR","SJU","06:15"
"F9","07/10/2021","0123","N335FR","SJU","01:07"
"F9","07/10/2021","1259","","MCO","00:00"
"F9","07/10/2021","1261","N352FR","MCO","23:03"
"F9","07/10/2021","1531","N313FR","ATL","11:31"
"F9","07/10/2021","2135","N349FR","DFW","08:31"
"F9","07/10/2021","2555","N310FR","TPA","10:54"
"F9","07/10/2021","2959","N313FR","MIA","19:26"
"F9","07/10/2021","2961","N379FR","MIA","06:34"
"F9","07/10/2024","3571","N362FR","SJU","05:59"
"F9","07/10/2024","3573","N392FR","SJU","11:44"
"F9","07/11/2021","0123","","SJU","00:00"
"F9","07/11/2021","1259","N343FR","MCO","07:11"
"F9","07/11/2021","1261","","MCO","00:00"
"F9","07/11/2021","1531","N216FR","ATL","11:48"
"F9","07/11/2021","2135","N375FR","DFW","09:14"
"F9","07/11/2021","2555","N334FR","TPA","10:48"
"F9","07/11/2021","2959","N216FR","MIA","18:08"
"F9","07/11/2021","2961","N323FR","MIA","06:36"
"F9","07/11/2024","3571","N639FR","SJU","03:08"
"F9","07/12/2021","0123","N310FR","SJU","00:42"
"F9","07/12/2021","1259","N313FR","MCO","06:33"
"F9","07/12/2021","1261","N305FR","MCO","23:21"
"F9","07/12/2021","1531","","ATL","00:00"
"F9","07/12/2021","2135","N370FR","DFW","08:34"
"F9","07/12/2021","2555","N362FR","TPA","10:54"
"F9","07/12/2021","2959","N376FR","MIA","18:53"
"F9","07/12/2021","2961","N304FR","MIA","06:40"
"F9","07/12/2024","3571","N394FR","SJU","13:38"
"F9","07/12/2024","3573","N393FR","SJU","23:25"
"F9","07/13/2021","0123","N318FR","SJU","00:46"
"F9","07/13/2021","1259","","MCO","00:00"
"F9","07/13/2021","1261","N313FR","MCO","22:38"
"F9","07/13/2021","1531","N304FR","ATL","11:45"
"F9","07/13/2021","2135","N378FR","DFW","12:21"
"F9","07/13/2021","2555","","TPA","00:00"
"F9","07/13/2021","2959","N304FR","MIA","18:33"
"F9","07/13/2021","2961","N346FR","MIA","08:18"
"F9","07/13/2024","3571","N639FR","SJU","06:09"
"F9","07/13/2024","3573","N393FR","SJU","11:18"
"F9","07/14/2021","0123","N359FR","SJU","00:29"
"F9","07/14/2021","1259","N341FR","MCO","06:47"
"F9","07/14/2021","1261","N337FR","MCO","01:28"
"F9","07/14/2021","1531","N351FR","ATL","12:24"
"F9","07/14/2021","2135","N334FR","DFW","09:15"
"F9","07/14/2021","2555","N370FR","TPA","12:31"
"F9","07/14/2021","2959","N351FR","MIA","18:47"
"F9","07/14/2021","2961","N361FR","MIA","06:26"
"F9","07/14/2024","3571","N360FR","SJU","06:02"
"F9","07/15/2021","0123","N313FR","SJU","00:27"
"F9","07/15/2021","1259","N368FR","MCO","06:28"
"F9","07/15/2021","1261","N337FR","MCO","22:48"
"F9","07/15/2021","1531","N334FR","ATL","12:52"
"F9","07/15/2021","2135","N378FR","DFW","08:23"
"F9","07/15/2021","2959","N334FR","MIA","18:36"
"F9","07/15/2021","2961","N304FR","MIA","07:56"
"F9","07/15/2024","3571","N361FR","SJU","06:09"
"F9","07/15/2024","3573","N395FR","SJU","11:02"
"F9","07/16/2021","0123","N341FR","SJU","00:20"
"F9","07/16/2021","1259","N360FR","MCO","07:18"
"F9","07/16/2021","1261","","MCO","00:00"
"F9","07/16/2021","1531","N348FR","ATL","11:34"
"F9","07/16/2021","2135","N365FR","DFW","08:27"
"F9","07/16/2021","2555","N380FR","TPA","11:00"
"F9","07/16/2021","2959","N348FR","MIA","18:06"
"F9","07/16/2021","2961","N346FR","MIA","06:55"
"F9","07/16/2024","3571","N390FR","SJU","05:53"
"F9","07/17/2021","0123","N349FR","SJU","01:11"
"F9","07/17/2021","1259","N335FR","MCO","06:38"
"F9","07/17/2021","1261","","MCO","00:00"
"F9","07/17/2021","1531","N238FR","ATL","11:33"
"F9","07/17/2021","2135","N337FR","DFW","08:25"
"F9","07/17/2021","2555","N364FR","TPA","11:10"
"F9","07/17/2021","2959","","MIA","00:00"
"F9","07/17/2021","2961","N346FR","MIA","06:30"
"F9","07/17/2024","3571","N316FR","SJU","05:50"
"F9","07/17/2024","3573","N334FR","SJU","11:07"
"F9","07/18/2021","0123","","SJU","00:00"
"F9","07/18/2021","1259","","MCO","00:00"
"F9","07/18/2021","1261","N308FR","MCO","22:25"
"F9","07/18/2021","1531","N324FR","ATL","14:26"
"F9","07/18/2021","2135","","DFW","00:00"
"F9","07/18/2021","2555","N331FR","TPA","10:56"
"F9","07/18/2021","2959","N324FR","MIA","21:04"
"F9","07/18/2021","2961","N348FR","MIA","20:08"
"F9","07/18/2024","3571","N309FR","SJU","06:15"
"F9","07/19/2021","0123","N344FR","SJU","00:51"
"F9","07/19/2021","1259","N347FR","MCO","07:11"
"F9","07/19/2021","1261","N328FR","MCO","23:41"
"F9","07/19/2021","1531","N324FR","ATL","11:58"
"F9","07/19/2021","2135","N348FR","DFW","08:43"
"F9","07/19/2021","2555","N346FR","TPA","11:32"
"F9","07/19/2021","2959","N324FR","MIA","18:18"
"F9","07/19/2021","2961","N305FR","MIA","06:34"
"F9","07/19/2024","3571","N361FR","SJU","06:33"
"F9","07/19/2024","3573","N392FR","SJU","13:31"
"F9","07/20/2021","0123","N360FR","SJU","03:12"
"F9","07/20/2021","1259","N334FR","MCO","07:11"
"F9","07/20/2021","1261","N332FR","MCO","00:30"
"F9","07/20/2021","1531","N376FR","ATL","12:41"
"F9","07/20/2021","2135","N365FR","DFW","11:14"
"F9","07/20/2021","2555","N348FR","TPA","10:55"
"F9","07/20/2021","2959","N376FR","MIA","20:23"
"F9","07/20/2021","2961","N205FR","MIA","07:04"
"F9","07/20/2024","3571","N631FR","SJU","05:57"
"F9","07/20/2024","3573","N396FR","SJU","12:08"
"F9","07/21/2021","0123","N352FR","SJU","01:16"
"F9","07/21/2021","1259","N205FR","MCO","06:33"
"F9","07/21/2021","1261","N363FR","MCO","23:03"
"F9","07/21/2021","1531","N370FR","ATL","13:12"
"F9","07/21/2021","2135","N361FR","DFW","08:27"
"F9","07/21/2021","2555","N312FR","TPA","11:06"
"F9","07/21/2021","2959","N370FR","MIA","21:00"
"F9","07/21/2021","2961","N347FR","MIA","08:45"
"F9","07/21/2024","3571","N366FR","SJU","05:58"
"F9","07/22/2021","0123","N313FR","SJU","14:33"
"F9","07/22/2021","1259","N322FR","MCO","07:40"
"F9","07/22/2021","1261","N346FR","MCO","23:18"
"F9","07/22/2021","1531","N383FR","ATL","11:49"
"F9","07/22/2021","2135","N348FR","DFW","10:45"
"F9","07/22/2021","2959","N383FR","MIA","18:15"
"F9","07/22/2021","2961","N367FR","MIA","06:36"
"F9","07/22/2024","3571","N336FR","SJU","05:59"
"F9","07/22/2024","3573","N392FR","SJU","11:12"
"F9","07/23/2021","0123","N371FR","SJU","02:24"
"F9","07/23/2021","1259","N347FR","MCO","07:23"
"F9","07/23/2021","1261","N324FR","MCO","23:01"
"F9","07/23/2021","1531","N351FR","ATL","11:43"
"F9","07/23/2021","2135","N317FR","DFW","08:32"
"F9","07/23/2021","2555","N309FR","TPA","11:28"
"F9","07/23/2021","2959","N351FR","MIA","18:24"
"F9","07/23/2021","2961","N344FR","MIA","06:49"
"F9","07/23/2024","3571","N391FR","SJU","05:57"
"F9","07/24/2021","0123","N339FR","SJU","00:54"
"F9","07/24/2021","1259","N337FR","MCO","08:02"
"F9","07/24/2021","1261","N334FR","MCO","00:16"
"F9","07/24/2021","1531","N383FR","ATL","11:35"
"F9","07/24/2021","2135","N205FR","DFW","08:51"
"F9","07/24/2021","2555","N235FR","TPA","10:51"
"F9","07/24/2021","2959","N383FR","MIA","18:13"
"F9","07/24/2021","2961","N236FR","MIA","07:18"
"F9","07/24/2024","3571","N376FR","SJU","05:53"
"F9","07/24/2024","3573","","SJU","00:00"
"F9","07/25/2021","0123","N365FR","SJU","01:00"
"F9","07/25/2021","1259","N349FR","MCO","07:32"
"F9","07/25/2021","1261","N322FR","MCO","23:16"
"F9","07/25/2021","1531","N313FR","ATL","11:38"
"F9","07/25/2021","2135","N301FR","DFW","08:27"
"F9","07/25/2021","2555","N382FR","TPA","10:50"
"F9","07/25/2021","2959","N313FR","MIA","18:41"
"F9","07/25/2021","2961","N376FR","MIA","06:33"
"F9","07/25/2024","3571","N392FR","SJU","06:01"
"F9","07/26/2021","0123","N235FR","SJU","10:52"
"F9","07/26/2021","1259","N376FR","MCO","07:37"
"F9","07/26/2021","1261","N332FR","MCO","00:08"
"F9","07/26/2021","1531","N326FR","ATL","12:15"
"F9","07/26/2021","2135","N236FR","DFW","09:40"
"F9","07/26/2021","2555","N341FR","TPA","11:55"
"F9","07/26/2021","2959","N326FR","MIA","18:35"
"F9","07/26/2021","2961","N356FR","MIA","08:45"
"F9","07/26/2024","3571","N391FR","SJU","07:18"
"F9","07/26/2024","3573","N396FR","SJU","11:06"
"F9","07/27/2021","0123","N330FR","SJU","00:47"
"F9","07/27/2021","1259","N356FR","MCO","13:26"
"F9","07/27/2021","1261","N337FR","MCO","22:49"
"F9","07/27/2021","1531","N312FR","ATL","11:40"
"F9","07/27/2021","2135","N380FR","DFW","08:34"
"F9","07/27/2021","2555","N236FR","TPA","11:03"
"F9","07/27/2021","2959","N312FR","MIA","18:09"
"F9","07/27/2021","2961","N210FR","MIA","06:47"
"F9","07/27/2024","3571","N323FR","SJU","06:05"
"F9","07/27/2024","3573","N639FR","SJU","11:36"
"F9","07/28/2021","0123","N210FR","SJU","01:03"
"F9","07/28/2021","1259","N356FR","MCO","06:42"
"F9","07/28/2021","1261","N235FR","MCO","22:24"
"F9","07/28/2021","1531","N233FR","ATL","13:27"
"F9","07/28/2021","2135","N374FR","DFW","08:31"
"F9","07/28/2021","2555","N363FR","TPA","12:18"
"F9","07/28/2021","2959","N233FR","MIA","19:50"
"F9","07/28/2021","2961","N383FR","MIA","07:43"
"F9","07/28/2024","3571","N332FR","SJU","07:02"
"F9","07/29/2021","0123","N338FR","SJU","00:40"
"F9","07/29/2021","1259","N334FR","MCO","07:31"
"F9","07/29/2021","1261","N369FR","MCO","23:05"
"F9","07/29/2021","1531","N380FR","ATL","13:28"
"F9","07/29/2021","2135","N367FR","DFW","08:57"
"F9","07/29/2021","2959","N380FR","MIA","21:03"
"F9","07/29/2021","2961","N307FR","MIA","06:45"
"F9","07/29/2024","3571","N391FR","SJU","06:13"
"F9","07/29/2024","3573","N393FR","SJU","11:21"
"F9","07/30/2021","0123","N366FR","SJU","03:24"
"F9","07/30/2021","1259","N330FR","MCO","08:20"
"F9","07/30/2021","1261","N316FR","MCO","02:39"
"F9","07/30/2021","1531","N310FR","ATL","12:38"
"F9","07/30/2021","2135","N324FR","DFW","09:28"
"F9","07/30/2021","2555","N381FR","TPA","11:00"
"F9","07/30/2021","2959","N310FR","MIA","18:39"
"F9","07/30/2021","2961","N377FR","MIA","07:25"
"F9","07/30/2024","3571","N360FR","SJU","05:55"
"F9","07/31/2021","0123","N368FR","SJU","00:32"
"F9","07/31/2021","1259","N351FR","MCO","06:32"
"F9","07/31/2021","1261","N382FR","MCO","22:44"
"F9","07/31/2021","1531","N354FR","ATL","12:06"
"F9","07/31/2021","2135","N365FR","DFW","08:26"
"F9","07/31/2021","2555","N238FR","TPA","10:56"
"F9","07/31/2021","2959","N354FR","MIA","18:17"
"F9","07/31/2021","2961","N376FR","MIA","06:27"
"F9","07/31/2024","3571","N360FR","SJU","05:52"
"F9","07/31/2024","3573","N395FR","SJU","11:04"
"F9","08/01/2021","0123","N331FR","SJU","02:06"
"F9","08/01/2021","1259","N383FR","MCO","06:48"
"F9","08/01/2021","1261","N360FR","MCO","00:48"
"F9","08/01/2021","1531","N376FR","ATL","11:36"
"F9","08/01/2021","2135","N379FR","DFW","08:54"
"F9","08/01/2021","2555","N326FR","TPA","11:03"
"F9","08/01/2021","2959","N376FR","MIA","18:18"
"F9","08/01/2021","2961","N358FR","MIA","06:49"
"F9","08/02/2021","0123","N323FR","SJU","01:26"
"F9","08/02/2021","1259","N354FR","MCO","10:25"
"F9","08/02/2021","1261","N332FR","MCO","23:57"
"F9","08/02/2021","1531","","ATL","00:00"
"F9","08/02/2021","2135","N337FR","DFW","11:06"
"F9","08/02/2021","2555","N359FR","TPA","14:52"
"F9","08/02/2021","2959","N377FR","MIA","18:13"
"F9","08/02/2021","2961","N380FR","MIA","07:01"
"F9","08/03/2021","0123","N382FR","SJU","01:30"
"F9","08/03/2021","1259","N365FR","MCO","06:26"
"F9","08/03/2021","1261","N360FR","MCO","23:36"
"F9","08/03/2021","1531","N377FR","ATL","11:38"
"F9","08/03/2021","2135","N379FR","DFW","12:11"
"F9","08/03/2021","2555","N330FR","TPA","11:44"
"F9","08/03/2021","2959","N377FR","MIA","18:13"
"F9","08/03/2021","2961","N312FR","MIA","07:43"
"F9","08/04/2021","0123","N323FR","SJU","03:41"
"F9","08/04/2021","1259","N316FR","MCO","15:09"
"F9","08/04/2021","1261","N343FR","MCO","00:07"
"F9","08/04/2021","1531","N381FR","ATL","11:41"
"F9","08/04/2021","2135","N229FR","DFW","08:49"
"F9","08/04/2021","2555","N318FR","TPA","12:17"
"F9","08/04/2021","2959","N381FR","MIA","18:18"
"F9","08/04/2021","2961","N313FR","MIA","07:44"
"F9","08/05/2021","0123","N332FR","SJU","00:54"
"F9","08/05/2021","1259","N308FR","MCO","07:03"
"F9","08/05/2021","1261","N364FR","MCO","22:40"
"F9","08/05/2021","1531","N356FR","ATL","12:46"
"F9","08/05/2021","2135","N353FR","DFW","08:25"
"F9","08/05/2021","2959","N356FR","MIA","18:55"
"F9","08/05/2021","2961","N366FR","MIA","06:57"
"F9","08/06/2021","0123","N349FR","SJU","01:17"
"F9","08/06/2021","1259","N205FR","MCO","06:56"
"F9","08/06/2021","1261","N375FR","MCO","22:35"
"F9","08/06/2021","1531","N358FR","ATL","11:50"
"F9","08/06/2021","2135","N374FR","DFW","08:26"
"F9","08/06/2021","2555","N230FR","TPA","11:11"
"F9","08/06/2021","2959","N358FR","MIA","18:16"
"F9","08/06/2021","2961","N207FR","MIA","07:08"
"F9","08/07/2021","0123","N363FR","SJU","02:27"
"F9","08/07/2021","1259","N347FR","MCO","06:43"
"F9","08/07/2021","1261","N359FR","MCO","22:38"
"F9","08/07/2021","1531","N343FR","ATL","14:07"
"F9","08/07/2021","2135","N364FR","DFW","08:28"
"F9","08/07/2021","2555","N230FR","TPA","10:58"
"F9","08/07/2021","2959","N343FR","MIA","20:38"
"F9","08/07/2021","2961","N301FR","MIA","06:39"
"F9","08/08/2021","0123","N326FR","SJU","01:05"
"F9","08/08/2021","1259","N207FR","MCO","07:23"
"F9","08/08/2021","1261","N303FR","MCO","23:37"
"F9","08/08/2021","1531","N371FR","ATL","11:53"
"F9","08/08/2021","2135","N377FR","DFW","08:30"
"F9","08/08/2021","2555","N363FR","TPA","10:45"
"F9","08/08/2021","2959","N371FR","MIA","18:14"
"F9","08/08/2021","2961","N228FR","MIA","07:26"
"F9","08/09/2021","0123","N332FR","SJU","01:23"
"F9","08/09/2021","1259","N337FR","MCO","06:46"
"F9","08/09/2021","1261","N383FR","MCO","22:50"
"F9","08/09/2021","1263","N374FR","MCO","21:49"
"F9","08/09/2021","1531","N342FR","ATL","12:07"
"F9","08/09/2021","2135","N358FR","DFW","08:35"
"F9","08/09/2021","2555","N338FR","TPA","11:35"
"F9","08/09/2021","2959","N342FR","MIA","18:29"
"F9","08/09/2021","2961","N348FR","MIA","06:37"
"F9","08/10/2021","0123","N308FR","SJU","02:09"
"F9","08/10/2021","1259","N304FR","MCO","02:25"
"F9","08/10/2021","1261","N349FR","MCO","23:08"
"F9","08/10/2021","1531","N312FR","ATL","13:21"
"F9","08/10/2021","2135","N348FR","DFW","08:27"
"F9","08/10/2021","2555","N309FR","TPA","10:50"
"F9","08/10/2021","2959","N312FR","MIA","00:01"
"F9","08/10/2021","2961","N304FR","MIA","07:32"
"F9","08/11/2021","0123","N374FR","SJU","01:50"
"F9","08/11/2021","1259","N238FR","MCO","01:38"
"F9","08/11/2021","1261","N323FR","MCO","23:31"
"F9","08/11/2021","1531","N305FR","ATL","14:15"
"F9","08/11/2021","2135","N232FR","DFW","08:28"
"F9","08/11/2021","2555","N361FR","TPA","10:59"
"F9","08/11/2021","2959","N348FR","MIA","19:13"
"F9","08/11/2021","2961","N360FR","MIA","14:05"
"F9","08/12/2021","0123","N349FR","SJU","01:03"
"F9","08/12/2021","1259","N228FR","MCO","20:01"
"F9","08/12/2021","1261","","MCO","00:00"
"F9","08/12/2021","1531","N343FR","ATL","12:53"
"F9","08/12/2021","2135","N376FR","DFW","13:54"
"F9","08/12/2021","2959","N343FR","MIA","20:15"
"F9","08/12/2021","2961","N305FR","MIA","07:04"
"F9","08/13/2021","0123","N359FR","SJU","00:39"
"F9","08/13/2021","1259","N356FR","MCO","21:30"
"F9","08/13/2021","1261","N379FR","MCO","22:29"
"F9","08/13/2021","1531","N305FR","ATL","12:45"
"F9","08/13/2021","2135","N309FR","DFW","08:34"
"F9","08/13/2021","2555","N317FR","TPA","11:24"
"F9","08/13/2021","2959","N305FR","MIA","18:45"
"F9","08/13/2021","2961","N329FR","MIA","06:24"
"F9","08/14/2021","0123","N344FR","SJU","00:44"
"F9","08/14/2021","1259","N362FR","MCO","20:25"
"F9","08/14/2021","1261","N359FR","MCO","01:10"
"F9","08/14/2021","1531","N349FR","ATL","11:47"
"F9","08/14/2021","2135","N352FR","DFW","08:50"
"F9","08/14/2021","2555","N206FR","TPA","10:46"
"F9","08/14/2021","2959","N349FR","MIA","18:09"
"F9","08/14/2021","2961","N368FR","MIA","06:58"
"F9","08/15/2021","0123","N374FR","SJU","02:23"
"F9","08/15/2021","1259","N205FR","MCO","22:32"
"F9","08/15/2021","1261","N312FR","MCO","23:06"
"F9","08/15/2021","1531","N371FR","ATL","11:38"
"F9","08/15/2021","2135","N354FR","DFW","12:08"
"F9","08/15/2021","2555","N382FR","TPA","11:02"
"F9","08/15/2021","2959","N371FR","MIA","19:15"
"F9","08/15/2021","2961","N339FR","MIA","06:29"
"F9","08/16/2021","0123","N372FR","SJU","01:34"
"F9","08/16/2021","1259","N370FR","MCO","20:24"
"F9","08/16/2021","1261","N367FR","MCO","23:12"
"F9","08/16/2021","1531","N230FR","ATL","12:27"
"F9","08/16/2021","2135","N373FR","DFW","08:33"
"F9","08/16/2021","2555","N374FR","TPA","10:59"
"F9","08/16/2021","2959","N230FR","MIA","19:02"
"F9","08/16/2021","2961","N346FR","MIA","08:15"
"F9","08/17/2021","0123","N313FR","SJU","01:57"
"F9","08/17/2021","1259","N364FR","MCO","19:31"
"F9","08/17/2021","1261","N201FR","MCO","22:51"
