Detailed Statistics Departures  
Origin Airport: Newark, NJ: Newark Liberty International (EWR)
Airline: Frontier Airlines Inc. (F9)
Month(s): January, February, March, April, May, June, July, August, September, October, November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2017, 2018, 2019, 2021, 2022, 2023 and 2024

Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Actual departure time
"F9","11/06/2021","2555","N351FR","TPA","11:06"
"F9","11/06/2021","2959","N369FR","MIA","12:11"
"F9","11/06/2021","2963","N236FR","PBI","13:21"
"F9","11/07/2021","0123","N719FR","SJU","07:05"
"F9","11/07/2021","1259","N715FR","MCO","06:02"
"F9","11/07/2021","1261","N348FR","MCO","14:23"
"F9","11/07/2021","1531","N238FR","ATL","13:13"
"F9","11/07/2021","2135","N367FR","DFW","11:01"
"F9","11/07/2021","2555","N301FR","TPA","12:02"
"F9","11/07/2021","2959","N332FR","MIA","12:31"
"F9","11/07/2021","2963","N366FR","PBI","13:41"
"F9","11/08/2021","0123","N712FR","SJU","07:03"
"F9","11/08/2021","1259","N349FR","MCO","05:53"
"F9","11/08/2021","1261","N701FR","MCO","14:16"
"F9","11/08/2021","1531","N386FR","ATL","13:23"
"F9","11/08/2021","2135","N205FR","DFW","10:59"
"F9","11/08/2021","2555","N301FR","TPA","12:17"
"F9","11/08/2021","2959","N377FR","MIA","13:04"
"F9","11/08/2021","2963","N364FR","PBI","14:40"
"F9","11/09/2021","0123","N712FR","SJU","07:37"
"F9","11/09/2021","1259","N373FR","MCO","05:50"
"F9","11/09/2021","1261","N309FR","MCO","13:23"
"F9","11/09/2021","1531","N386FR","ATL","12:55"
"F9","11/09/2021","2135","N330FR","DFW","10:54"
"F9","11/09/2021","2959","N308FR","MIA","12:37"
"F9","11/09/2021","2963","N307FR","PBI","13:38"
"F9","11/10/2021","0123","N704FR","SJU","08:00"
"F9","11/10/2021","1259","N365FR","MCO","05:55"
"F9","11/10/2021","1261","N343FR","MCO","12:59"
"F9","11/10/2021","1531","N356FR","ATL","12:48"
"F9","11/10/2021","2963","N367FR","PBI","13:17"
"F9","11/11/2021","0123","N305FR","SJU","06:54"
"F9","11/11/2021","1259","N233FR","MCO","05:59"
"F9","11/11/2021","1261","N309FR","MCO","13:46"
"F9","11/11/2021","1531","N317FR","ATL","14:43"
"F9","11/11/2021","2959","N216FR","MIA","12:22"
"F9","11/11/2021","2963","N368FR","PBI","13:20"
"F9","11/12/2021","0123","N716FR","SJU","07:14"
"F9","11/12/2021","1259","N712FR","MCO","06:39"
"F9","11/12/2021","1261","N339FR","MCO","13:25"
"F9","11/12/2021","1531","N370FR","ATL","13:29"
"F9","11/12/2021","2135","N353FR","DFW","10:56"
"F9","11/12/2021","2555","N367FR","TPA","11:21"
"F9","11/12/2021","2959","N216FR","MIA","12:17"
"F9","11/12/2021","2963","N348FR","PBI","13:12"
"F9","11/13/2021","0123","N711FR","SJU","07:01"
"F9","11/13/2021","1259","N329FR","MCO","05:55"
"F9","11/13/2021","1261","N384FR","MCO","13:02"
"F9","11/13/2021","1531","N228FR","ATL","16:32"
"F9","11/13/2021","2135","N311FR","DFW","10:55"
"F9","11/13/2021","2555","N367FR","TPA","11:11"
"F9","11/13/2021","2959","N353FR","MIA","12:11"
"F9","11/13/2021","2963","N349FR","PBI","13:21"
"F9","11/14/2019","0123","N704FR","SJU","12:59"
"F9","11/14/2019","1261","N352FR","MCO","15:14"
"F9","11/14/2019","2959","N358FR","MIA","11:46"
"F9","11/14/2021","0123","N721FR","SJU","06:58"
"F9","11/14/2021","1259","N342FR","MCO","05:56"
"F9","11/14/2021","1261","","MCO","00:00"
"F9","11/14/2021","1531","N304FR","ATL","13:00"
"F9","11/14/2021","2135","N362FR","DFW","10:49"
"F9","11/14/2021","2555","N341FR","TPA","11:20"
"F9","11/14/2021","2959","N381FR","MIA","12:12"
"F9","11/14/2021","2963","N343FR","PBI","14:21"
"F9","11/15/2019","0123","N718FR","SJU","12:30"
"F9","11/15/2019","1259","N351FR","MCO","07:52"
"F9","11/15/2019","1261","N332FR","MCO","13:24"
"F9","11/15/2019","2183","N330FR","LAS","06:06"
"F9","11/15/2019","2959","N342FR","MIA","11:42"
"F9","11/15/2021","0123","N716FR","SJU","07:08"
"F9","11/15/2021","1259","N339FR","MCO","06:24"
"F9","11/15/2021","1261","N371FR","MCO","13:14"
"F9","11/15/2021","1531","N305FR","ATL","15:37"
"F9","11/15/2021","2135","N330FR","DFW","10:50"
"F9","11/15/2021","2555","N374FR","TPA","11:19"
"F9","11/15/2021","2959","N216FR","MIA","12:17"
"F9","11/15/2021","2963","N363FR","PBI","13:26"
"F9","11/16/2019","0123","N722FR","SJU","12:30"
"F9","11/16/2019","1259","N211FR","MCO","07:40"
"F9","11/16/2019","1261","N206FR","MCO","13:55"
"F9","11/16/2019","2183","N316FR","LAS","06:08"
"F9","11/16/2019","2959","N202FR","MIA","11:27"
"F9","11/16/2021","0123","N711FR","SJU","06:58"
"F9","11/16/2021","1259","N233FR","MCO","05:50"
"F9","11/16/2021","1261","N233FR","MCO","13:03"
"F9","11/16/2021","1531","N305FR","ATL","13:00"
"F9","11/16/2021","2135","N350FR","DFW","10:59"
"F9","11/16/2021","2959","N386FR","MIA","12:19"
"F9","11/16/2021","2963","N353FR","PBI","13:44"
"F9","11/17/2019","0123","N709FR","SJU","12:38"
"F9","11/17/2019","1259","N335FR","MCO","07:42"
"F9","11/17/2019","1261","N317FR","MCO","13:24"
"F9","11/17/2019","2183","N343FR","LAS","06:18"
"F9","11/17/2019","2959","N346FR","MIA","11:50"
"F9","11/17/2021","0123","N704FR","SJU","07:03"
"F9","11/17/2021","1259","N368FR","MCO","05:53"
"F9","11/17/2021","1261","N368FR","MCO","13:04"
"F9","11/17/2021","1531","N371FR","ATL","12:53"
"F9","11/17/2021","2959","N216FR","MIA","12:16"
"F9","11/17/2021","2963","N381FR","PBI","13:20"
"F9","11/18/2019","0123","N702FR","SJU","12:52"
"F9","11/18/2019","1259","N337FR","MCO","08:44"
"F9","11/18/2019","1261","N354FR","MCO","13:40"
"F9","11/18/2019","2183","N331FR","LAS","06:39"
"F9","11/18/2019","2959","N228FR","MIA","12:15"
"F9","11/18/2021","0123","N712FR","SJU","07:08"
"F9","11/18/2021","1259","N378FR","MCO","05:50"
"F9","11/18/2021","1261","N354FR","MCO","15:24"
"F9","11/18/2021","1531","N379FR","ATL","12:52"
"F9","11/18/2021","2555","N335FR","TPA","11:17"
"F9","11/18/2021","2959","N322FR","MIA","12:08"
"F9","11/18/2021","2963","N353FR","PBI","13:27"
"F9","11/19/2019","0123","N709FR","SJU","14:09"
"F9","11/19/2019","1259","N712FR","MCO","12:21"
"F9","11/19/2019","1261","N329FR","MCO","13:29"
"F9","11/19/2019","2183","N311FR","LAS","06:09"
"F9","11/19/2019","2959","N322FR","MIA","11:24"
"F9","11/19/2021","0123","N716FR","SJU","07:39"
"F9","11/19/2021","1259","N371FR","MCO","05:58"
"F9","11/19/2021","1261","N205FR","MCO","14:01"
"F9","11/19/2021","1531","N324FR","ATL","13:44"
"F9","11/19/2021","2135","N311FR","DFW","10:49"
"F9","11/19/2021","2555","N341FR","TPA","11:08"
"F9","11/19/2021","2959","N317FR","MIA","12:01"
"F9","11/19/2021","2963","N322FR","PBI","13:20"
"F9","11/20/2019","0123","N704FR","SJU","12:46"
"F9","11/20/2019","1259","N338FR","MCO","08:12"
"F9","11/20/2019","1261","N363FR","MCO","13:58"
"F9","11/20/2019","2183","N312FR","LAS","07:10"
"F9","11/20/2019","2959","N339FR","MIA","13:14"
"F9","11/20/2021","0123","N723FR","SJU","07:09"
"F9","11/20/2021","1259","N332FR","MCO","06:27"
"F9","11/20/2021","1261","N326FR","MCO","15:16"
"F9","11/20/2021","1531","N371FR","ATL","13:08"
"F9","11/20/2021","2135","N238FR","DFW","11:09"
"F9","11/20/2021","2555","N312FR","TPA","11:16"
"F9","11/20/2021","2959","N233FR","MIA","12:14"
"F9","11/20/2021","2963","N313FR","PBI","13:23"
"F9","11/21/2019","0123","N709FR","SJU","12:56"
"F9","11/21/2019","1259","N232FR","MCO","07:30"
"F9","11/21/2019","1261","N339FR","MCO","14:08"
"F9","11/21/2019","2183","N360FR","LAS","06:06"
"F9","11/21/2019","2959","N344FR","MIA","11:32"
"F9","11/21/2021","0123","N722FR","SJU","07:13"
"F9","11/21/2021","1259","N324FR","MCO","05:56"
"F9","11/21/2021","1261","N331FR","MCO","13:47"
"F9","11/21/2021","1531","N335FR","ATL","13:29"
"F9","11/21/2021","2135","N235FR","DFW","10:51"
"F9","11/21/2021","2555","N312FR","TPA","11:19"
"F9","11/21/2021","2959","N342FR","MIA","13:31"
"F9","11/21/2021","2963","N233FR","PBI","14:47"
"F9","11/22/2019","0123","N722FR","SJU","16:18"
"F9","11/22/2019","1259","N309FR","MCO","07:45"
"F9","11/22/2019","1261","N362FR","MCO","13:40"
"F9","11/22/2019","2183","N213FR","LAS","05:59"
"F9","11/22/2019","2959","N311FR","MIA","11:51"
"F9","11/22/2021","0123","N716FR","SJU","07:05"
"F9","11/22/2021","1259","N387FR","MCO","05:56"
"F9","11/22/2021","1261","N233FR","MCO","13:25"
"F9","11/22/2021","1531","N349FR","ATL","13:00"
"F9","11/22/2021","2135","N385FR","DFW","10:49"
"F9","11/22/2021","2555","N347FR","TPA","11:12"
"F9","11/22/2021","2959","N335FR","MIA","16:29"
"F9","11/22/2021","2963","N360FR","PBI","13:33"
"F9","11/23/2019","0123","N709FR","SJU","13:34"
"F9","11/23/2019","1259","N343FR","MCO","07:41"
"F9","11/23/2019","1261","N361FR","MCO","13:31"
"F9","11/23/2019","2183","N326FR","LAS","06:15"
"F9","11/23/2019","2959","N233FR","MIA","11:22"
"F9","11/23/2021","0123","N718FR","SJU","07:14"
"F9","11/23/2021","1259","N236FR","MCO","05:57"
"F9","11/23/2021","1261","N326FR","MCO","13:39"
"F9","11/23/2021","1531","N238FR","ATL","13:43"
"F9","11/23/2021","2135","N387FR","DFW","11:44"
"F9","11/23/2021","2555","N360FR","TPA","11:31"
"F9","11/23/2021","2959","N366FR","MIA","12:48"
"F9","11/23/2021","2963","N323FR","PBI","14:12"
"F9","11/24/2019","0123","N713FR","SJU","12:46"
"F9","11/24/2019","1259","N343FR","MCO","07:50"
"F9","11/24/2019","1261","N310FR","MCO","14:51"
"F9","11/24/2019","2183","N316FR","LAS","09:43"
"F9","11/24/2019","2959","N318FR","MIA","11:27"
"F9","11/24/2021","0123","N704FR","SJU","06:58"
"F9","11/24/2021","1259","N229FR","MCO","05:53"
"F9","11/24/2021","1261","N236FR","MCO","13:43"
"F9","11/24/2021","1531","N353FR","ATL","13:20"
"F9","11/24/2021","2135","N230FR","DFW","10:57"
"F9","11/24/2021","2555","N379FR","TPA","11:24"
"F9","11/24/2021","2959","N328FR","MIA","12:15"
"F9","11/24/2021","2963","N382FR","PBI","13:20"
"F9","11/25/2019","0123","N719FR","SJU","12:45"
"F9","11/25/2019","1259","N303FR","MCO","07:22"
"F9","11/25/2019","1261","N201FR","MCO","14:01"
"F9","11/25/2019","2183","N313FR","LAS","06:05"
"F9","11/25/2019","2959","N363FR","MIA","11:27"
"F9","11/25/2021","0123","N708FR","SJU","07:00"
"F9","11/25/2021","1259","N341FR","MCO","05:53"
"F9","11/25/2021","1261","N341FR","MCO","13:23"
"F9","11/25/2021","1531","N359FR","ATL","12:50"
"F9","11/25/2021","2135","N337FR","DFW","10:55"
"F9","11/25/2021","2555","N342FR","TPA","11:15"
"F9","11/25/2021","2959","N360FR","MIA","12:04"
"F9","11/25/2021","2963","N228FR","PBI","13:24"
"F9","11/26/2019","0123","N701FR","SJU","12:33"
"F9","11/26/2019","1259","N349FR","MCO","07:27"
"F9","11/26/2019","1261","N351FR","MCO","13:36"
"F9","11/26/2019","2183","N238FR","LAS","06:48"
"F9","11/26/2019","2959","N229FR","MIA","11:47"
"F9","11/26/2021","0123","N710FR","SJU","07:04"
"F9","11/26/2021","1259","N723FR","MCO","05:59"
"F9","11/26/2021","1261","N365FR","MCO","13:14"
"F9","11/26/2021","1531","N359FR","ATL","12:59"
"F9","11/26/2021","2135","N350FR","DFW","10:50"
"F9","11/26/2021","2959","N367FR","MIA","12:02"
"F9","11/26/2021","2963","N334FR","PBI","13:24"
"F9","11/27/2019","0123","N718FR","SJU","12:25"
"F9","11/27/2019","1259","N322FR","MCO","07:20"
"F9","11/27/2019","1261","N228FR","MCO","13:23"
"F9","11/27/2019","2183","N305FR","LAS","06:04"
"F9","11/27/2019","2959","N358FR","MIA","11:29"
"F9","11/27/2021","0123","N704FR","SJU","06:59"
"F9","11/27/2021","1259","N311FR","MCO","05:52"
"F9","11/27/2021","1261","N227FR","MCO","14:21"
"F9","11/27/2021","1531","N235FR","ATL","13:04"
"F9","11/27/2021","2135","N372FR","DFW","10:53"
"F9","11/27/2021","2555","N351FR","TPA","11:14"
"F9","11/27/2021","2959","N216FR","MIA","12:41"
"F9","11/27/2021","2963","N356FR","PBI","13:54"
"F9","11/28/2019","0123","N712FR","SJU","12:38"
"F9","11/28/2019","1259","N363FR","MCO","13:53"
"F9","11/28/2019","1261","N348FR","MCO","17:55"
"F9","11/28/2019","2183","N334FR","LAS","06:50"
"F9","11/28/2019","2959","N317FR","MIA","11:24"
"F9","11/28/2021","0123","N706FR","SJU","07:06"
"F9","11/28/2021","1259","N213FR","MCO","05:59"
"F9","11/28/2021","1261","N216FR","MCO","13:50"
"F9","11/28/2021","1531","N382FR","ATL","13:25"
"F9","11/28/2021","2135","N313FR","DFW","10:51"
"F9","11/28/2021","2555","N238FR","TPA","11:28"
"F9","11/28/2021","2959","N318FR","MIA","12:07"
"F9","11/28/2021","2963","N329FR","PBI","14:49"
"F9","11/29/2019","0123","N719FR","SJU","12:22"
"F9","11/29/2019","1259","N202FR","MCO","07:32"
"F9","11/29/2019","1261","N313FR","MCO","13:32"
"F9","11/29/2019","2183","N312FR","LAS","06:36"
"F9","11/29/2019","2959","N354FR","MIA","11:23"
"F9","11/29/2021","0123","N723FR","SJU","07:36"
"F9","11/29/2021","1259","N376FR","MCO","06:40"
"F9","11/29/2021","1261","N382FR","MCO","13:51"
"F9","11/29/2021","1531","N374FR","ATL","13:34"
"F9","11/29/2021","2135","N354FR","DFW","11:33"
"F9","11/29/2021","2555","N331FR","TPA","11:48"
"F9","11/29/2021","2959","N352FR","MIA","12:52"
"F9","11/29/2021","2963","N329FR","PBI","14:03"
"F9","11/30/2019","0123","N720FR","SJU","13:01"
"F9","11/30/2019","1259","N304FR","MCO","07:39"
"F9","11/30/2019","1261","N356FR","MCO","13:22"
"F9","11/30/2019","2183","N348FR","LAS","06:32"
"F9","11/30/2019","2959","N341FR","MIA","11:23"
"F9","11/30/2021","0123","N723FR","SJU","07:10"
"F9","11/30/2021","1259","N206FR","MCO","05:54"
"F9","11/30/2021","1261","N311FR","MCO","13:31"
"F9","11/30/2021","1531","N380FR","ATL","13:17"
"F9","11/30/2021","2135","N375FR","DFW","10:56"
"F9","11/30/2021","2555","N360FR","TPA","11:20"
"F9","11/30/2021","2959","N379FR","MIA","12:16"
"F9","11/30/2021","2963","N383FR","PBI","13:26"
"F9","12/01/2019","0123","N714FR","SJU","12:30"
"F9","12/01/2019","1259","N326FR","MCO","07:51"
"F9","12/01/2019","1261","N220FR","MCO","13:55"
"F9","12/01/2019","2183","N317FR","LAS","06:26"
"F9","12/01/2019","2959","N356FR","MIA","11:26"
"F9","12/01/2021","0123","N702FR","SJU","07:04"
"F9","12/01/2021","1259","N335FR","MCO","05:30"
"F9","12/01/2021","1261","N228FR","MCO","13:43"
"F9","12/01/2021","1531","N317FR","ATL","13:05"
"F9","12/01/2021","2135","N227FR","DFW","10:53"
"F9","12/01/2021","2555","N205FR","TPA","11:14"
"F9","12/01/2021","2959","N383FR","MIA","13:48"
"F9","12/01/2021","2963","N213FR","PBI","13:27"
"F9","12/02/2019","0123","N704FR","SJU","15:57"
"F9","12/02/2019","1259","N334FR","MCO","07:41"
"F9","12/02/2019","1261","N329FR","MCO","14:28"
"F9","12/02/2019","2183","N201FR","LAS","06:17"
"F9","12/02/2019","2959","N238FR","MIA","12:11"
"F9","12/02/2021","0123","N706FR","SJU","06:58"
"F9","12/02/2021","1259","N334FR","MCO","05:26"
"F9","12/02/2021","1261","N379FR","MCO","13:54"
"F9","12/02/2021","1531","N216FR","ATL","13:07"
"F9","12/02/2021","2135","N370FR","DFW","10:51"
"F9","12/02/2021","2959","N353FR","MIA","12:20"
"F9","12/02/2021","2963","N337FR","PBI","13:22"
"F9","12/03/2019","0123","N701FR","SJU","13:48"
"F9","12/03/2019","1259","N304FR","MCO","07:25"
"F9","12/03/2019","1261","N207FR","MCO","14:01"
"F9","12/03/2019","2183","N205FR","LAS","06:08"
"F9","12/03/2019","2959","N316FR","MIA","11:43"
"F9","12/03/2021","0123","N722FR","SJU","07:02"
"F9","12/03/2021","1259","N381FR","MCO","05:29"
"F9","12/03/2021","1261","N381FR","MCO","13:43"
"F9","12/03/2021","1531","N361FR","ATL","17:11"
"F9","12/03/2021","2135","N348FR","DFW","10:50"
"F9","12/03/2021","2555","N238FR","TPA","11:35"
"F9","12/03/2021","2959","N364FR","MIA","12:45"
"F9","12/03/2021","2963","N338FR","PBI","14:16"
"F9","12/04/2019","0123","N721FR","SJU","13:02"
"F9","12/04/2019","1259","N353FR","MCO","07:17"
"F9","12/04/2019","1261","N202FR","MCO","17:31"
"F9","12/04/2019","2183","N361FR","LAS","05:52"
"F9","12/04/2019","2959","N339FR","MIA","11:24"
"F9","12/04/2021","0123","N715FR","SJU","07:05"
"F9","12/04/2021","1259","N310FR","MCO","05:41"
"F9","12/04/2021","1261","N310FR","MCO","13:28"
"F9","12/04/2021","1531","N322FR","ATL","13:35"
"F9","12/04/2021","2135","N213FR","DFW","10:54"
"F9","12/04/2021","2555","N346FR","TPA","11:28"
"F9","12/04/2021","2959","N366FR","MIA","12:18"
"F9","12/04/2021","2963","N207FR","PBI","13:25"
"F9","12/05/2019","0123","N711FR","SJU","12:53"
"F9","12/05/2019","1259","N362FR","MCO","11:25"
"F9","12/05/2019","1261","N332FR","MCO","15:28"
"F9","12/05/2019","2183","N353FR","LAS","06:04"
"F9","12/05/2019","2959","N338FR","MIA","14:01"
"F9","12/05/2021","0123","N719FR","SJU","07:04"
"F9","12/05/2021","1259","N356FR","MCO","05:27"
"F9","12/05/2021","1261","N356FR","MCO","13:41"
"F9","12/05/2021","1531","N371FR","ATL","13:49"
"F9","12/05/2021","2135","N369FR","DFW","10:52"
"F9","12/05/2021","2555","N382FR","TPA","11:24"
"F9","12/05/2021","2959","N373FR","MIA","12:46"
"F9","12/05/2021","2963","N378FR","PBI","13:31"
"F9","12/06/2019","0123","N716FR","SJU","13:01"
"F9","12/06/2019","1259","N303FR","MCO","07:17"
"F9","12/06/2019","1261","N316FR","MCO","23:28"
"F9","12/06/2019","2183","N339FR","LAS","06:00"
"F9","12/06/2019","2959","N311FR","MIA","11:21"
"F9","12/06/2021","0123","N722FR","SJU","07:07"
"F9","12/06/2021","1259","N317FR","MCO","05:47"
"F9","12/06/2021","1261","N303FR","MCO","13:19"
"F9","12/06/2021","1531","N309FR","ATL","14:00"
"F9","12/06/2021","2135","N368FR","DFW","11:00"
"F9","12/06/2021","2555","N341FR","TPA","11:28"
"F9","12/06/2021","2959","N354FR","MIA","12:35"
"F9","12/06/2021","2963","N324FR","PBI","13:53"
"F9","12/07/2019","0123","N713FR","SJU","13:04"
"F9","12/07/2019","1259","N336FR","MCO","07:16"
"F9","12/07/2019","1261","N326FR","MCO","13:29"
"F9","12/07/2019","2183","N361FR","LAS","05:54"
"F9","12/07/2019","2959","N316FR","MIA","11:33"
"F9","12/07/2021","0123","N710FR","SJU","06:59"
"F9","12/07/2021","1259","N379FR","MCO","05:26"
"F9","12/07/2021","1261","N381FR","MCO","13:09"
"F9","12/07/2021","1531","N309FR","ATL","13:15"
"F9","12/07/2021","2135","N360FR","DFW","10:52"
"F9","12/07/2021","2959","N365FR","MIA","12:15"
"F9","12/07/2021","2963","N322FR","PBI","13:23"
"F9","12/08/2019","0123","N721FR","SJU","12:50"
"F9","12/08/2019","1259","N202FR","MCO","07:39"
"F9","12/08/2019","1261","N304FR","MCO","13:21"
"F9","12/08/2019","2183","N236FR","LAS","05:59"
"F9","12/08/2019","2959","N307FR","MIA","11:39"
"F9","12/08/2021","0123","N704FR","SJU","07:02"
"F9","12/08/2021","1259","N307FR","MCO","05:22"
"F9","12/08/2021","1261","N339FR","MCO","12:54"
"F9","12/08/2021","1531","N371FR","ATL","13:30"
"F9","12/08/2021","2959","N318FR","MIA","12:13"
"F9","12/08/2021","2963","N365FR","PBI","13:14"
"F9","12/09/2019","0123","N723FR","SJU","12:29"
"F9","12/09/2019","1259","N238FR","MCO","07:19"
"F9","12/09/2019","1261","N210FR","MCO","13:47"
"F9","12/09/2019","2183","N310FR","LAS","05:56"
"F9","12/09/2019","2959","N202FR","MIA","13:19"
"F9","12/09/2021","0123","N328FR","SJU","06:56"
"F9","12/09/2021","1259","N356FR","MCO","05:25"
"F9","12/09/2021","1261","N304FR","MCO","13:13"
"F9","12/09/2021","1531","N377FR","ATL","13:50"
"F9","12/09/2021","2959","N206FR","MIA","13:16"
"F9","12/09/2021","2963","N322FR","PBI","13:21"
"F9","12/10/2019","0123","N704FR","SJU","12:34"
"F9","12/10/2019","1261","N324FR","MCO","13:55"
"F9","12/10/2019","1531","N330FR","ATL","11:29"
"F9","12/10/2019","2183","N332FR","LAS","07:29"
"F9","12/10/2019","2959","N339FR","MIA","13:43"
"F9","12/10/2019","2961","N362FR","MIA","05:59"
"F9","12/10/2019","2967","N346FR","PHX","14:02"
"F9","12/10/2021","0123","N719FR","SJU","06:59"
"F9","12/10/2021","1259","N706FR","MCO","05:24"
"F9","12/10/2021","1261","N383FR","MCO","13:54"
"F9","12/10/2021","1531","N347FR","ATL","13:04"
"F9","12/10/2021","2135","N365FR","DFW","10:50"
"F9","12/10/2021","2555","N370FR","TPA","11:25"
"F9","12/10/2021","2959","N332FR","MIA","14:05"
"F9","12/10/2021","2963","N381FR","PBI","13:23"
"F9","12/11/2019","0123","N701FR","SJU","14:53"
"F9","12/11/2019","1259","N346FR","MCO","08:27"
"F9","12/11/2019","1261","N236FR","MCO","13:58"
"F9","12/11/2019","1531","N351FR","ATL","11:27"
"F9","12/11/2019","2183","N339FR","LAS","06:44"
"F9","12/11/2019","2959","N335FR","MIA","12:27"
"F9","12/11/2019","2961","N233FR","MIA","07:42"
"F9","12/11/2019","2963","N236FR","PBI","05:57"
"F9","12/11/2019","2967","N351FR","PHX","19:13"
"F9","12/11/2021","0123","N713FR","SJU","06:59"
"F9","12/11/2021","1259","N213FR","MCO","05:23"
"F9","12/11/2021","1261","N715FR","MCO","13:57"
"F9","12/11/2021","1531","N350FR","ATL","13:14"
"F9","12/11/2021","2135","N346FR","DFW","10:55"
"F9","12/11/2021","2555","N344FR","TPA","11:34"
"F9","12/11/2021","2959","N216FR","MIA","12:04"
"F9","12/11/2021","2963","N318FR","PBI","13:19"
"F9","12/12/2019","0123","N719FR","SJU","14:05"
"F9","12/12/2019","1259","N343FR","MCO","08:40"
"F9","12/12/2019","1261","N220FR","MCO","13:31"
"F9","12/12/2019","1531","N361FR","ATL","11:36"
"F9","12/12/2019","2183","N216FR","LAS","08:30"
"F9","12/12/2019","2959","N313FR","MIA","12:39"
"F9","12/12/2019","2961","N233FR","MIA","06:59"
"F9","12/12/2019","2963","N346FR","PBI","06:17"
"F9","12/12/2019","2967","N346FR","PHX","14:39"
"F9","12/12/2021","0123","N704FR","SJU","07:06"
"F9","12/12/2021","1259","N310FR","MCO","05:30"
"F9","12/12/2021","1261","N337FR","MCO","13:11"
"F9","12/12/2021","1531","N387FR","ATL","13:19"
"F9","12/12/2021","2135","N379FR","DFW","10:50"
"F9","12/12/2021","2555","N361FR","TPA","11:25"
"F9","12/12/2021","2959","N230FR","MIA","12:05"
"F9","12/12/2021","2963","N352FR","PBI","13:13"
"F9","12/13/2019","0123","N710FR","SJU","12:55"
"F9","12/13/2019","1259","N211FR","MCO","07:33"
"F9","12/13/2019","1261","N343FR","MCO","14:09"
"F9","12/13/2019","1531","N323FR","ATL","11:20"
"F9","12/13/2019","2183","N313FR","LAS","06:07"
"F9","12/13/2019","2959","N324FR","MIA","12:32"
"F9","12/13/2019","2961","N317FR","MIA","07:51"
"F9","12/13/2019","2963","N343FR","PBI","06:17"
"F9","12/13/2019","2967","N216FR","PHX","13:20"
"F9","12/13/2021","0123","N706FR","SJU","06:58"
"F9","12/13/2021","1259","N236FR","MCO","05:30"
"F9","12/13/2021","1261","N347FR","MCO","13:48"
"F9","12/13/2021","1531","N368FR","ATL","13:13"
"F9","12/13/2021","2135","N382FR","DFW","11:00"
"F9","12/13/2021","2555","N346FR","TPA","11:27"
"F9","12/13/2021","2959","N235FR","MIA","12:07"
"F9","12/13/2021","2963","N211FR","PBI","13:12"
"F9","12/14/2019","0123","N702FR","SJU","12:42"
"F9","12/14/2019","1259","N317FR","MCO","07:41"
"F9","12/14/2019","1261","N349FR","MCO","14:05"
"F9","12/14/2019","1531","N343FR","ATL","11:55"
"F9","12/14/2019","2183","N332FR","LAS","06:14"
"F9","12/14/2019","2959","N339FR","MIA","13:35"
"F9","12/14/2019","2961","N328FR","MIA","07:39"
"F9","12/14/2019","2963","N210FR","PBI","05:41"
"F9","12/14/2019","2967","N210FR","PHX","13:54"
"F9","12/14/2021","0123","N701FR","SJU","07:13"
"F9","12/14/2021","1259","N384FR","MCO","05:28"
"F9","12/14/2021","1261","N318FR","MCO","13:00"
"F9","12/14/2021","1531","N368FR","ATL","13:22"
"F9","12/14/2021","2135","N370FR","DFW","10:54"
"F9","12/14/2021","2959","N352FR","MIA","12:35"
"F9","12/14/2021","2963","N350FR","PBI","13:35"
"F9","12/15/2019","0123","N711FR","SJU","12:58"
"F9","12/15/2019","1259","N342FR","MCO","07:29"
"F9","12/15/2019","1261","N339FR","MCO","14:30"
"F9","12/15/2019","1531","N227FR","ATL","12:55"
"F9","12/15/2019","2183","N363FR","LAS","07:45"
"F9","12/15/2019","2959","N346FR","MIA","13:12"
"F9","12/15/2019","2961","N350FR","MIA","06:12"
"F9","12/15/2019","2963","N339FR","PBI","06:01"
"F9","12/15/2019","2967","N348FR","PHX","14:26"
"F9","12/15/2021","0123","N715FR","SJU","07:20"
"F9","12/15/2021","1259","N332FR","MCO","05:23"
"F9","12/15/2021","1261","N210FR","MCO","13:36"
"F9","12/15/2021","1531","N341FR","ATL","13:11"
"F9","12/15/2021","2959","N238FR","MIA","12:09"
"F9","12/15/2021","2963","N365FR","PBI","13:23"
"F9","12/16/2019","0123","N705FR","SJU","12:52"
"F9","12/16/2019","1259","N353FR","MCO","08:09"
"F9","12/16/2019","1261","N223FR","MCO","14:36"
"F9","12/16/2019","1531","N233FR","ATL","11:19"
"F9","12/16/2019","2183","N346FR","LAS","06:03"
"F9","12/16/2019","2959","N308FR","MIA","12:46"
"F9","12/16/2019","2961","N326FR","MIA","07:26"
"F9","12/16/2019","2963","N304FR","PBI","05:41"
"F9","12/16/2019","2967","N304FR","PHX","14:25"
"F9","12/16/2021","0123","N701FR","SJU","07:05"
"F9","12/16/2021","1261","N712FR","MCO","12:59"
"F9","12/16/2021","1531","N385FR","ATL","13:14"
"F9","12/16/2021","2135","N318FR","DFW","11:01"
"F9","12/16/2021","2959","N206FR","MIA","12:55"
"F9","12/16/2021","2963","N343FR","PBI","13:22"
