Detailed Statistics Departures  
Origin Airport: Washington, DC: Washington Dulles International (IAD)
Airline: Frontier Airlines Inc. (F9)
Month(s): January, February, March, April, May, June, July, August, September, October, November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2017, 2018, 2019, 2021, 2022, 2023 and 2024

Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Actual departure time
"F9","09/28/2017","0967","N205FR","COS","07:51"
"F9","09/28/2017","1149","N218FR","LAS","21:32"
"F9","09/28/2017","1623","N952FR","MCO","06:05"
"F9","09/28/2018","0453","N233FR","DEN","05:55"
"F9","09/28/2018","1841","N309FR","SAT","08:51"
"F9","09/28/2019","0455","N216FR","DEN","00:34"
"F9","09/28/2019","1087","N326FR","MCO","17:00"
"F9","09/28/2019","1841","N358FR","AUS","07:39"
"F9","09/29/2017","0795","N951FR","DEN","18:43"
"F9","09/29/2017","0967","N228FR","COS","07:55"
"F9","09/29/2017","1141","N211FR","AUS","12:11"
"F9","09/29/2017","1149","N213FR","LAS","21:28"
"F9","09/29/2017","1623","N951FR","MCO","05:58"
"F9","09/29/2018","0453","N309FR","DEN","06:08"
"F9","09/29/2018","1973","N323FR","TUL","07:56"
"F9","09/29/2019","0457","N322FR","DEN","21:55"
"F9","09/29/2019","1841","N358FR","AUS","06:37"
"F9","09/29/2019","2034","N334FR","MCO","14:39"
"F9","09/29/2019","2035","N347FR","LAS","19:26"
"F9","09/29/2019","2825","N350FR","COS","15:52"
"F9","09/30/2017","0795","N943FR","DEN","18:43"
"F9","09/30/2017","0967","N210FR","COS","07:52"
"F9","09/30/2017","1141","N201FR","AUS","11:57"
"F9","09/30/2017","1149","N211FR","LAS","21:26"
"F9","09/30/2017","1623","N943FR","MCO","06:10"
"F9","09/30/2018","0453","N323FR","DEN","05:52"
"F9","09/30/2018","1148","N303FR","MCO","16:07"
"F9","09/30/2018","1151","N303FR","LAS","22:00"
"F9","09/30/2018","1901","N236FR","AUS","07:23"
"F9","09/30/2019","0455","N358FR","DEN","22:34"
"F9","09/30/2019","1839","N356FR","SAT","07:09"
"F9","09/30/2021","1087","N329FR","MCO","11:03"
"F9","10/01/2017","0795","N941FR","DEN","19:07"
"F9","10/01/2017","0967","N232FR","COS","07:55"
"F9","10/01/2017","1149","N307FR","LAS","21:41"
"F9","10/01/2017","1623","N941FR","MCO","06:03"
"F9","10/01/2018","0453","N236FR","DEN","07:20"
"F9","10/01/2018","1841","N338FR","SAT","07:40"
"F9","10/01/2019","0457","N309FR","DEN","21:55"
"F9","10/01/2019","1841","N356FR","AUS","07:37"
"F9","10/01/2019","2034","N213FR","MCO","14:22"
"F9","10/01/2019","2035","N308FR","LAS","19:24"
"F9","10/01/2019","2825","N329FR","COS","15:36"
"F9","10/02/2017","0795","N952FR","DEN","18:41"
"F9","10/02/2017","0967","N220FR","COS","08:59"
"F9","10/02/2017","1141","N213FR","AUS","12:03"
"F9","10/02/2017","1149","N216FR","LAS","21:26"
"F9","10/02/2017","1623","N910FR","MCO","06:01"
"F9","10/02/2018","0453","N338FR","DEN","05:51"
"F9","10/02/2018","1148","N220FR","MCO","14:57"
"F9","10/02/2018","1151","N220FR","LAS","23:23"
"F9","10/02/2018","1901","N328FR","AUS","07:11"
"F9","10/02/2019","0455","N210FR","DEN","20:31"
"F9","10/02/2019","1839","N350FR","SAT","07:16"
"F9","10/03/2017","0795","N953FR","DEN","19:27"
"F9","10/03/2017","0967","N230FR","COS","08:12"
"F9","10/03/2017","1149","N223FR","LAS","21:26"
"F9","10/03/2017","1623","N943FR","MCO","06:11"
"F9","10/03/2018","0453","N328FR","DEN","05:54"
"F9","10/03/2018","1973","N313FR","TUL","08:24"
"F9","10/03/2019","0457","N220FR","DEN","21:47"
"F9","10/03/2019","1841","N350FR","AUS","06:41"
"F9","10/03/2019","2034","N346FR","MCO","14:13"
"F9","10/03/2019","2035","N313FR","LAS","19:18"
"F9","10/03/2019","2825","N228FR","COS","15:38"
"F9","10/03/2021","1087","N708FR","MCO","11:17"
"F9","10/04/2017","0795","N952FR","DEN","18:45"
"F9","10/04/2017","0967","N229FR","COS","07:51"
"F9","10/04/2017","1141","N219FR","AUS","12:35"
"F9","10/04/2017","1149","N227FR","LAS","21:33"
"F9","10/04/2017","1623","N952FR","MCO","06:13"
"F9","10/04/2018","0453","N313FR","DEN","05:53"
"F9","10/04/2018","1148","N335FR","MCO","15:14"
"F9","10/04/2018","1151","N335FR","LAS","21:11"
"F9","10/04/2018","1901","N312FR","AUS","07:09"
"F9","10/04/2019","0455","N308FR","DEN","22:35"
"F9","10/04/2019","1839","N336FR","SAT","07:14"
"F9","10/05/2017","0457","N308FR","DEN","20:59"
"F9","10/05/2017","0967","N216FR","COS","08:55"
"F9","10/05/2017","1149","N202FR","LAS","22:52"
"F9","10/05/2017","1625","N207FR","MCO","19:24"
"F9","10/05/2017","1923","N202FR","AUS","07:41"
"F9","10/05/2018","0453","N312FR","DEN","05:56"
"F9","10/05/2018","1841","N307FR","SAT","07:05"
"F9","10/05/2019","0455","N205FR","DEN","22:31"
"F9","10/05/2019","1087","N211FR","MCO","17:01"
"F9","10/05/2019","1841","N336FR","AUS","07:35"
"F9","10/06/2017","0457","N303FR","DEN","21:19"
"F9","10/06/2017","0967","N232FR","COS","08:58"
"F9","10/06/2017","1149","N203FR","LAS","23:39"
"F9","10/06/2017","1513","N221FR","SAT","06:08"
"F9","10/06/2017","1625","N220FR","MCO","19:23"
"F9","10/06/2018","0453","N307FR","DEN","05:55"
"F9","10/06/2018","1973","N236FR","TUL","08:40"
"F9","10/06/2019","0457","N336FR","DEN","21:53"
"F9","10/06/2019","1841","N232FR","AUS","07:41"
"F9","10/06/2019","2034","N229FR","MCO","14:13"
"F9","10/06/2019","2035","N359FR","LAS","19:29"
"F9","10/06/2019","2825","N337FR","COS","15:33"
"F9","10/07/2017","0457","N313FR","DEN","21:45"
"F9","10/07/2017","0967","N229FR","COS","08:54"
"F9","10/07/2017","1149","N201FR","LAS","22:35"
"F9","10/07/2017","1513","N238FR","SAT","06:12"
"F9","10/07/2017","1625","N227FR","MCO","19:20"
"F9","10/07/2018","0453","N236FR","DEN","05:53"
"F9","10/07/2018","1148","N233FR","MCO","14:58"
"F9","10/07/2018","1151","N233FR","LAS","21:18"
"F9","10/07/2018","1901","N213FR","AUS","07:13"
"F9","10/07/2019","0455","N330FR","DEN","22:39"
"F9","10/07/2019","1839","N353FR","SAT","07:15"
"F9","10/07/2021","1087","N211FR","MCO","11:12"
"F9","10/08/2017","0457","N232FR","DEN","21:10"
"F9","10/08/2017","0967","N203FR","COS","08:53"
"F9","10/08/2017","1149","N313FR","LAS","22:37"
"F9","10/08/2017","1625","N305FR","MCO","19:28"
"F9","10/08/2017","1923","N303FR","AUS","06:09"
"F9","10/08/2018","0453","N213FR","DEN","05:56"
"F9","10/08/2018","1841","N230FR","SAT","07:55"
"F9","10/08/2019","0457","N359FR","DEN","22:02"
"F9","10/08/2019","1841","N353FR","AUS","07:33"
"F9","10/08/2019","2034","N331FR","MCO","14:18"
"F9","10/08/2019","2035","N235FR","LAS","20:47"
"F9","10/08/2019","2825","N358FR","COS","15:29"
"F9","10/09/2017","0457","N303FR","DEN","22:18"
"F9","10/09/2017","0967","N201FR","COS","08:58"
"F9","10/09/2017","1149","N203FR","LAS","00:20"
"F9","10/09/2017","1513","N207FR","SAT","06:19"
"F9","10/09/2017","1625","N939FR","MCO","19:08"
"F9","10/09/2018","0453","N230FR","DEN","05:58"
"F9","10/09/2018","1148","N201FR","MCO","15:53"
"F9","10/09/2018","1151","N201FR","LAS","22:37"
"F9","10/09/2018","1901","N227FR","AUS","07:14"
"F9","10/09/2019","0455","N326FR","DEN","20:37"
"F9","10/09/2019","1839","N339FR","SAT","07:15"
"F9","10/10/2017","0457","N210FR","DEN","21:04"
"F9","10/10/2017","0967","N235FR","COS","08:56"
"F9","10/10/2017","1149","N301FR","LAS","22:34"
"F9","10/10/2017","1625","N227FR","MCO","19:44"
"F9","10/10/2017","1923","N301FR","AUS","06:21"
"F9","10/10/2018","0453","N334FR","DEN","05:53"
"F9","10/10/2018","1973","N322FR","TUL","08:24"
"F9","10/10/2019","0457","N329FR","DEN","21:52"
"F9","10/10/2019","1841","N339FR","AUS","05:56"
"F9","10/10/2019","2034","N223FR","MCO","14:12"
"F9","10/10/2019","2035","N339FR","LAS","19:42"
"F9","10/10/2019","2825","N344FR","COS","15:44"
"F9","10/10/2021","1087","N322FR","MCO","11:49"
"F9","10/11/2017","0457","N218FR","DEN","21:44"
"F9","10/11/2017","0967","N203FR","COS","08:59"
"F9","10/11/2017","1149","N309FR","LAS","22:43"
"F9","10/11/2017","1513","N309FR","SAT","06:07"
"F9","10/11/2017","1625","N230FR","MCO","19:24"
"F9","10/11/2018","0453","N322FR","DEN","05:56"
"F9","10/11/2018","1148","N207FR","MCO","14:58"
"F9","10/11/2018","1151","N207FR","LAS","23:14"
"F9","10/11/2018","1901","N335FR","AUS","07:46"
"F9","10/11/2019","0455","N220FR","DEN","22:36"
"F9","10/11/2019","1839","N323FR","SAT","07:18"
"F9","10/12/2017","0457","N219FR","DEN","20:58"
"F9","10/12/2017","0967","N301FR","COS","08:58"
"F9","10/12/2017","1149","","LAS","00:00"
"F9","10/12/2017","1625","N210FR","MCO","19:19"
"F9","10/12/2017","1923","N218FR","AUS","07:41"
"F9","10/12/2018","0453","N335FR","DEN","05:51"
"F9","10/12/2018","1841","N322FR","SAT","07:13"
"F9","10/12/2019","0455","N350FR","DEN","22:34"
"F9","10/12/2019","1087","N330FR","MCO","17:04"
"F9","10/12/2019","1841","N323FR","AUS","07:31"
"F9","10/13/2017","0457","N216FR","DEN","21:06"
"F9","10/13/2017","0967","N309FR","COS","08:48"
"F9","10/13/2017","1149","N233FR","LAS","22:38"
"F9","10/13/2017","1517","N233FR","SAT","06:15"
"F9","10/13/2017","1625","N220FR","MCO","19:22"
"F9","10/13/2018","0453","N322FR","DEN","06:16"
"F9","10/13/2018","1973","N310FR","TUL","08:19"
"F9","10/13/2019","0457","N351FR","DEN","21:53"
"F9","10/13/2019","1841","N323FR","AUS","05:59"
"F9","10/13/2019","2034","N235FR","MCO","14:14"
"F9","10/13/2019","2035","N227FR","LAS","19:24"
"F9","10/13/2019","2825","N326FR","COS","15:34"
"F9","10/14/2017","0457","N311FR","DEN","21:03"
"F9","10/14/2017","0967","N201FR","COS","08:56"
"F9","10/14/2017","1149","N218FR","LAS","22:34"
"F9","10/14/2017","1517","N218FR","SAT","06:06"
"F9","10/14/2017","1625","N235FR","MCO","19:35"
"F9","10/14/2018","0453","N310FR","DEN","05:57"
"F9","10/14/2018","1148","N311FR","MCO","14:58"
"F9","10/14/2018","1151","N311FR","LAS","21:12"
"F9","10/14/2018","1901","N232FR","AUS","08:32"
"F9","10/14/2019","0455","N210FR","DEN","22:40"
"F9","10/14/2019","1839","N307FR","SAT","07:16"
"F9","10/14/2021","1087","N318FR","MCO","11:53"
"F9","10/15/2017","0457","N203FR","DEN","21:05"
"F9","10/15/2017","0967","N219FR","COS","08:54"
"F9","10/15/2017","1149","N301FR","LAS","22:40"
"F9","10/15/2017","1625","N223FR","MCO","19:23"
"F9","10/15/2017","1923","N301FR","AUS","06:15"
"F9","10/15/2018","0453","N232FR","DEN","05:54"
"F9","10/15/2018","1841","N235FR","SAT","07:08"
"F9","10/15/2019","0457","N349FR","DEN","21:55"
"F9","10/15/2019","1841","N307FR","AUS","07:33"
"F9","10/15/2019","2034","N317FR","MCO","14:16"
"F9","10/15/2019","2035","N211FR","LAS","19:30"
"F9","10/15/2019","2825","N352FR","COS","15:36"
"F9","10/16/2017","0457","N310FR","DEN","21:02"
"F9","10/16/2017","0967","N218FR","COS","08:50"
"F9","10/16/2017","1149","N201FR","LAS","22:34"
"F9","10/16/2017","1517","N201FR","SAT","06:15"
"F9","10/16/2017","1625","N309FR","MCO","19:23"
"F9","10/16/2018","0453","N235FR","DEN","05:58"
"F9","10/16/2018","1148","N316FR","MCO","15:12"
"F9","10/16/2018","1151","N316FR","LAS","21:24"
"F9","10/16/2018","1901","N323FR","AUS","07:30"
"F9","10/16/2019","0455","N301FR","DEN","22:43"
"F9","10/16/2019","1839","N312FR","SAT","07:15"
"F9","10/17/2017","0457","N311FR","DEN","21:05"
"F9","10/17/2017","0967","N205FR","COS","08:53"
"F9","10/17/2017","1149","N235FR","LAS","22:36"
"F9","10/17/2017","1625","N238FR","MCO","19:25"
"F9","10/17/2017","1923","N235FR","AUS","06:41"
"F9","10/17/2018","0453","N323FR","DEN","05:54"
"F9","10/17/2018","1973","N233FR","TUL","08:21"
"F9","10/17/2019","0457","N349FR","DEN","22:04"
"F9","10/17/2019","1841","N312FR","AUS","05:59"
"F9","10/17/2019","2034","N223FR","MCO","14:34"
"F9","10/17/2019","2035","N312FR","LAS","20:17"
"F9","10/17/2019","2825","N341FR","COS","15:56"
"F9","10/17/2021","1087","N721FR","MCO","11:07"
"F9","10/18/2017","0457","N201FR","DEN","21:02"
"F9","10/18/2017","0967","N221FR","COS","08:56"
"F9","10/18/2017","1149","N220FR","LAS","22:46"
"F9","10/18/2017","1517","N220FR","SAT","06:08"
"F9","10/18/2017","1625","N303FR","MCO","19:28"
"F9","10/18/2018","0453","N233FR","DEN","05:53"
"F9","10/18/2018","1148","N311FR","MCO","14:51"
"F9","10/18/2018","1151","N311FR","LAS","21:07"
"F9","10/18/2018","1901","N308FR","AUS","07:05"
"F9","10/18/2019","0455","N312FR","DEN","22:39"
"F9","10/18/2019","1839","N348FR","SAT","07:15"
"F9","10/19/2017","0457","N228FR","DEN","21:02"
"F9","10/19/2017","0967","N211FR","COS","08:45"
"F9","10/19/2017","1149","N313FR","LAS","22:32"
"F9","10/19/2017","1625","N304FR","MCO","19:24"
"F9","10/19/2017","1923","N313FR","AUS","06:06"
"F9","10/19/2018","0453","","DEN","00:00"
"F9","10/19/2018","1841","N329FR","SAT","07:11"
"F9","10/19/2019","0455","N216FR","DEN","22:40"
"F9","10/19/2019","1087","N235FR","MCO","17:02"
"F9","10/19/2019","1841","N348FR","AUS","07:33"
"F9","10/20/2017","0457","N207FR","DEN","21:15"
"F9","10/20/2017","0967","N221FR","COS","08:47"
"F9","10/20/2017","1149","N310FR","LAS","22:32"
"F9","10/20/2017","1517","N310FR","SAT","06:13"
"F9","10/20/2017","1625","N233FR","MCO","19:24"
"F9","10/20/2018","0453","N329FR","DEN","05:55"
"F9","10/20/2018","1973","N207FR","TUL","08:21"
"F9","10/20/2019","0457","N213FR","DEN","21:57"
"F9","10/20/2019","1841","N348FR","AUS","05:58"
"F9","10/20/2019","2034","N323FR","MCO","14:17"
"F9","10/20/2019","2035","N348FR","LAS","19:33"
"F9","10/20/2019","2825","N238FR","COS","15:31"
"F9","10/21/2017","0457","N202FR","DEN","21:38"
"F9","10/21/2017","0967","N211FR","COS","08:57"
"F9","10/21/2017","1149","N223FR","LAS","22:38"
"F9","10/21/2017","1517","N223FR","SAT","06:13"
"F9","10/21/2017","1625","N205FR","MCO","19:16"
"F9","10/21/2018","0453","N207FR","DEN","05:51"
"F9","10/21/2018","1148","N311FR","MCO","14:56"
"F9","10/21/2018","1151","N311FR","LAS","21:26"
"F9","10/21/2018","1901","N210FR","AUS","07:11"
"F9","10/21/2019","0455","N348FR","DEN","22:57"
"F9","10/21/2019","1839","N344FR","SAT","07:14"
"F9","10/21/2021","1087","N211FR","MCO","11:08"
"F9","10/22/2017","0457","N311FR","DEN","21:11"
"F9","10/22/2017","0967","N220FR","COS","08:59"
"F9","10/22/2017","1149","N201FR","LAS","23:28"
"F9","10/22/2017","1625","N236FR","MCO","19:31"
"F9","10/22/2017","1923","N201FR","AUS","06:24"
"F9","10/22/2018","0453","N210FR","DEN","06:09"
"F9","10/22/2018","1841","N227FR","SAT","07:15"
"F9","10/22/2019","0457","N227FR","DEN","21:41"
"F9","10/22/2019","1841","N344FR","AUS","07:30"
"F9","10/22/2019","2034","N323FR","MCO","14:15"
"F9","10/22/2019","2035","N233FR","LAS","19:23"
"F9","10/22/2019","2825","N330FR","COS","15:42"
"F9","10/23/2017","0457","N210FR","DEN","20:59"
"F9","10/23/2017","0967","N213FR","COS","09:05"
"F9","10/23/2017","1149","N316FR","LAS","22:40"
"F9","10/23/2017","1517","N316FR","SAT","06:12"
"F9","10/23/2017","1625","N202FR","MCO","19:41"
"F9","10/23/2018","0453","N227FR","DEN","06:07"
"F9","10/23/2018","1148","N228FR","MCO","15:55"
"F9","10/23/2018","1151","N228FR","LAS","22:12"
"F9","10/23/2018","1901","N329FR","AUS","07:22"
"F9","10/23/2019","0455","N236FR","DEN","22:38"
"F9","10/23/2019","1839","N228FR","SAT","07:16"
"F9","10/24/2017","0457","N230FR","DEN","21:07"
"F9","10/24/2017","0967","N227FR","COS","08:59"
"F9","10/24/2017","1149","N221FR","LAS","22:47"
"F9","10/24/2017","1625","N719FR","MCO","23:34"
"F9","10/24/2017","1923","N221FR","AUS","06:12"
"F9","10/24/2018","0453","N329FR","DEN","05:59"
"F9","10/24/2018","1973","N326FR","TUL","08:23"
"F9","10/24/2019","0457","N202FR","DEN","22:01"
"F9","10/24/2019","1841","N228FR","AUS","05:55"
"F9","10/24/2019","2034","N205FR","MCO","14:22"
"F9","10/24/2019","2035","N228FR","LAS","19:24"
"F9","10/24/2019","2825","N210FR","COS","17:50"
"F9","10/24/2021","1087","N720FR","MCO","11:20"
"F9","10/25/2017","0457","N230FR","DEN","22:34"
"F9","10/25/2017","0967","N309FR","COS","08:52"
"F9","10/25/2017","1149","N309FR","LAS","00:11"
"F9","10/25/2017","1517","N230FR","SAT","06:15"
"F9","10/25/2017","1625","N213FR","MCO","19:15"
"F9","10/25/2018","0453","N326FR","DEN","05:54"
"F9","10/25/2018","1148","N201FR","MCO","14:48"
"F9","10/25/2018","1151","N201FR","LAS","21:17"
"F9","10/25/2018","1901","N330FR","AUS","07:03"
"F9","10/25/2019","0455","N228FR","DEN","22:37"
"F9","10/25/2019","1839","N313FR","SAT","07:15"
"F9","10/26/2017","0457","N229FR","DEN","21:01"
"F9","10/26/2017","0967","N211FR","COS","08:55"
"F9","10/26/2017","1149","N230FR","LAS","22:30"
"F9","10/26/2017","1625","N213FR","MCO","19:29"
"F9","10/26/2017","1923","N230FR","AUS","07:09"
"F9","10/26/2018","0453","N330FR","DEN","05:59"
"F9","10/26/2018","1841","N207FR","SAT","07:36"
"F9","10/26/2019","0455","N342FR","DEN","22:34"
"F9","10/26/2019","1087","N351FR","MCO","17:02"
"F9","10/26/2019","1841","N313FR","AUS","07:29"
"F9","10/27/2017","0457","N303FR","DEN","21:15"
"F9","10/27/2017","0967","N309FR","COS","08:53"
"F9","10/27/2017","1149","N308FR","LAS","22:36"
"F9","10/27/2017","1517","N308FR","SAT","06:13"
"F9","10/27/2017","1625","N213FR","MCO","19:15"
"F9","10/27/2018","0453","N207FR","DEN","06:20"
"F9","10/27/2018","1973","N235FR","TUL","08:25"
"F9","10/27/2019","0457","N331FR","DEN","23:06"
"F9","10/27/2019","1841","N313FR","AUS","06:41"
"F9","10/27/2019","2034","N334FR","MCO","14:15"
"F9","10/27/2019","2035","N353FR","LAS","19:53"
"F9","10/27/2019","2825","N309FR","COS","15:41"
"F9","10/28/2017","0457","N228FR","DEN","20:49"
"F9","10/28/2017","0967","N238FR","COS","08:45"
"F9","10/28/2017","1149","N236FR","LAS","22:32"
"F9","10/28/2017","1517","N236FR","SAT","06:08"
"F9","10/28/2017","1625","N313FR","MCO","19:25"
"F9","10/28/2018","0453","N235FR","DEN","05:59"
"F9","10/28/2018","1148","N220FR","MCO","14:49"
"F9","10/28/2018","1151","N220FR","LAS","21:10"
"F9","10/28/2018","1901","N213FR","AUS","07:12"
"F9","10/28/2019","0455","N335FR","DEN","22:43"
"F9","10/28/2019","1839","N227FR","SAT","07:17"
"F9","10/28/2021","1087","N328FR","MCO","11:08"
"F9","10/29/2017","0457","N203FR","DEN","21:19"
"F9","10/29/2017","0967","N216FR","COS","08:51"
"F9","10/29/2017","1149","N228FR","LAS","22:40"
"F9","10/29/2017","1625","N303FR","MCO","20:01"
"F9","10/29/2017","1923","N228FR","AUS","06:08"
"F9","10/29/2018","0453","N213FR","DEN","05:55"
"F9","10/29/2018","1841","N235FR","SAT","07:11"
"F9","10/29/2019","0457","","DEN","00:00"
"F9","10/29/2019","1841","N227FR","AUS","07:19"
"F9","10/29/2019","2034","N303FR","MCO","14:12"
"F9","10/29/2019","2035","N358FR","LAS","19:25"
"F9","10/29/2019","2825","N336FR","COS","16:38"
"F9","10/30/2017","0457","N211FR","DEN","21:01"
"F9","10/30/2017","0967","N201FR","COS","09:00"
"F9","10/30/2017","1149","N310FR","LAS","22:35"
"F9","10/30/2017","1517","N310FR","SAT","06:12"
"F9","10/30/2017","1625","N923FR","MCO","22:19"
"F9","10/30/2018","0453","N235FR","DEN","05:56"
"F9","10/30/2018","1148","N330FR","MCO","15:06"
"F9","10/30/2018","1151","N330FR","LAS","21:11"
"F9","10/30/2018","1901","N232FR","AUS","07:22"
"F9","10/30/2019","0455","N346FR","DEN","00:24"
"F9","10/30/2019","1839","N352FR","SAT","07:20"
"F9","10/31/2017","0457","N211FR","DEN","21:03"
"F9","10/31/2017","0967","N229FR","COS","08:56"
"F9","10/31/2017","1149","N216FR","LAS","22:30"
"F9","10/31/2017","1625","N235FR","MCO","19:15"
"F9","10/31/2017","1923","N216FR","AUS","06:07"
"F9","10/31/2018","0453","N232FR","DEN","05:56"
"F9","10/31/2018","1973","N311FR","TUL","08:20"
"F9","10/31/2019","0457","","DEN","00:00"
"F9","10/31/2019","1841","N352FR","AUS","06:35"
"F9","10/31/2019","2034","N304FR","MCO","14:08"
"F9","10/31/2019","2035","N356FR","LAS","20:00"
"F9","10/31/2019","2825","N230FR","COS","15:41"
"F9","10/31/2021","1087","N705FR","MCO","12:05"
"F9","11/01/2017","1149","N313FR","LAS","23:00"
"F9","11/01/2017","1517","N313FR","SAT","06:05"
"F9","11/01/2017","1623","N206FR","MCO","12:24"
"F9","11/01/2018","0453","N311FR","DEN","05:58"
"F9","11/01/2018","1148","N206FR","MCO","16:11"
"F9","11/01/2018","1151","N206FR","LAS","22:06"
"F9","11/01/2018","1901","N323FR","AUS","07:42"
"F9","11/01/2019","0455","N342FR","DEN","23:53"
"F9","11/01/2019","1839","N334FR","SAT","07:19"
"F9","11/02/2017","1149","N310FR","LAS","22:23"
"F9","11/02/2017","1623","N227FR","MCO","12:28"
"F9","11/02/2017","1923","N310FR","AUS","06:07"
"F9","11/02/2018","0453","N323FR","DEN","05:55"
"F9","11/02/2018","1841","N305FR","SAT","07:08"
"F9","11/02/2019","0455","N235FR","DEN","22:48"
"F9","11/02/2019","1087","N323FR","MCO","17:07"
"F9","11/02/2019","1841","N334FR","AUS","07:16"
"F9","11/03/2017","1149","N228FR","LAS","22:26"
"F9","11/03/2017","1517","N228FR","SAT","06:06"
"F9","11/03/2017","1623","N223FR","MCO","12:42"
"F9","11/03/2018","0453","N305FR","DEN","05:53"
"F9","11/03/2018","1973","N313FR","TUL","08:21"
"F9","11/03/2019","0457","N360FR","DEN","22:02"
"F9","11/03/2019","1841","N334FR","AUS","06:43"
"F9","11/03/2019","2034","N216FR","MCO","14:12"
"F9","11/03/2019","2035","N334FR","LAS","20:40"
"F9","11/03/2019","2825","N347FR","COS","15:35"
"F9","11/04/2017","1149","N220FR","LAS","22:30"
"F9","11/04/2017","1517","N220FR","SAT","06:00"
"F9","11/04/2017","1623","N227FR","MCO","12:22"
"F9","11/04/2018","0453","N313FR","DEN","05:58"
"F9","11/04/2018","1148","N312FR","MCO","15:02"
"F9","11/04/2018","1151","N312FR","LAS","21:37"
"F9","11/04/2018","1901","N323FR","AUS","07:20"
"F9","11/04/2019","0455","N223FR","DEN","22:33"
"F9","11/04/2019","1839","N303FR","SAT","07:24"
"F9","11/04/2021","1087","N207FR","MCO","14:27"
"F9","11/05/2017","1149","N235FR","LAS","22:41"
"F9","11/05/2017","1623","N316FR","MCO","12:31"
"F9","11/05/2017","1923","N235FR","AUS","06:13"
"F9","11/05/2018","0453","N323FR","DEN","05:58"
"F9","11/05/2018","1841","N227FR","SAT","07:21"
"F9","11/05/2019","0457","N304FR","DEN","21:57"
"F9","11/05/2019","1841","N303FR","AUS","07:07"
"F9","11/05/2019","2034","N351FR","MCO","14:19"
"F9","11/05/2019","2035","N211FR","LAS","19:26"
"F9","11/05/2019","2825","N361FR","COS","17:40"
"F9","11/06/2017","1149","N228FR","LAS","22:23"
"F9","11/06/2017","1517","N228FR","SAT","06:16"
"F9","11/06/2017","1623","N201FR","MCO","12:22"
"F9","11/06/2018","0453","N341FR","DEN","05:50"
"F9","11/06/2018","1148","N213FR","MCO","14:53"
"F9","11/06/2018","1151","N213FR","LAS","21:15"
"F9","11/06/2018","1901","N311FR","AUS","07:19"
"F9","11/06/2019","0455","N223FR","DEN","22:48"
"F9","11/06/2019","1839","N308FR","SAT","07:22"
"F9","11/07/2017","1149","N230FR","LAS","22:09"
"F9","11/07/2017","1623","N238FR","MCO","12:27"
"F9","11/07/2017","1923","N230FR","AUS","06:05"
"F9","11/07/2018","0453","N311FR","DEN","05:52"
"F9","11/07/2018","1973","N233FR","TUL","08:19"
"F9","11/07/2019","0457","N360FR","DEN","22:16"
"F9","11/07/2019","1841","N308FR","AUS","06:38"
"F9","11/07/2019","2034","N316FR","MCO","14:14"
"F9","11/07/2019","2035","N348FR","LAS","20:47"
"F9","11/07/2019","2825","N323FR","COS","18:41"
"F9","11/07/2021","1087","N354FR","MCO","12:09"
"F9","11/08/2017","1149","N235FR","LAS","23:06"
"F9","11/08/2017","1517","N235FR","SAT","06:34"
"F9","11/08/2017","1623","N309FR","MCO","12:22"
"F9","11/08/2018","0453","N233FR","DEN","05:54"
"F9","11/08/2018","1148","N210FR","MCO","14:41"
"F9","11/08/2018","1151","N210FR","LAS","21:14"
"F9","11/08/2018","1901","N336FR","AUS","07:12"
"F9","11/08/2019","0455","N360FR","DEN","23:04"
"F9","11/08/2019","1839","N238FR","SAT","07:15"
"F9","11/09/2017","1149","N210FR","LAS","22:43"
"F9","11/09/2017","1623","N303FR","MCO","12:20"
"F9","11/09/2017","1923","N210FR","AUS","06:09"
"F9","11/09/2018","0453","N336FR","DEN","05:55"
"F9","11/09/2018","1841","N229FR","SAT","07:15"
"F9","11/09/2019","0455","N211FR","DEN","22:37"
"F9","11/09/2019","1087","N326FR","MCO","16:58"
"F9","11/09/2019","1841","N238FR","AUS","07:34"
"F9","11/10/2017","1149","N218FR","LAS","22:23"
"F9","11/10/2017","1517","N218FR","SAT","06:10"
"F9","11/10/2017","1623","N223FR","MCO","12:40"
"F9","11/10/2018","0453","N229FR","DEN","05:54"
"F9","11/10/2018","1973","N305FR","TUL","08:26"
"F9","11/10/2019","0457","N361FR","DEN","22:07"
"F9","11/10/2019","1841","N238FR","AUS","06:37"
"F9","11/10/2019","2034","N344FR","MCO","15:21"
"F9","11/10/2019","2035","N358FR","LAS","20:54"
"F9","11/10/2019","2825","N359FR","COS","15:26"
"F9","11/11/2017","1149","N216FR","LAS","22:18"
"F9","11/11/2017","1517","N216FR","SAT","06:06"
"F9","11/11/2017","1623","N311FR","MCO","12:22"
"F9","11/11/2018","0453","N305FR","DEN","05:55"
"F9","11/11/2018","1148","N216FR","MCO","14:47"
"F9","11/11/2018","1151","N329FR","LAS","22:59"
"F9","11/11/2018","1901","N206FR","AUS","09:22"
"F9","11/11/2019","0455","N301FR","DEN","22:39"
