Detailed Statistics Departures  
Origin Airport: Washington, DC: Washington Dulles International (IAD)
Airline: Frontier Airlines Inc. (F9)
Month(s): January, February, March, April, May, June, July, August, September, October, November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2017, 2018, 2019, 2021, 2022, 2023 and 2024

Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Actual departure time
"F9","05/16/2018","0453","N210FR","DEN","06:27"
"F9","05/16/2018","1151","N309FR","LAS","07:36"
"F9","05/16/2018","1879","N910FR","COS","20:11"
"F9","05/16/2018","1973","N938FR","TUL","18:42"
"F9","05/16/2019","0455","N309FR","DEN","21:59"
"F9","05/16/2019","1841","N309FR","AUS","13:36"
"F9","05/16/2019","2034","N307FR","MCO","14:39"
"F9","05/16/2019","2035","N339FR","LAS","17:21"
"F9","05/16/2019","2823","N229FR","COS","15:57"
"F9","05/16/2021","1087","N303FR","MCO","09:00"
"F9","05/17/2017","0323","N951FR","DEN","18:51"
"F9","05/17/2017","1623","N953FR","MCO","06:23"
"F9","05/17/2017","1925","N922FR","AUS","15:55"
"F9","05/17/2018","0455","N307FR","DEN","12:07"
"F9","05/17/2018","1151","N227FR","LAS","07:40"
"F9","05/17/2018","1623","N307FR","MCO","05:55"
"F9","05/17/2018","1901","N938FR","AUS","17:58"
"F9","05/17/2019","0455","N310FR","DEN","20:59"
"F9","05/18/2017","0323","N923FR","DEN","19:03"
"F9","05/18/2017","1623","N923FR","MCO","07:59"
"F9","05/18/2018","0453","N205FR","DEN","06:23"
"F9","05/18/2018","1151","N307FR","LAS","07:38"
"F9","05/18/2018","1843","N941FR","SAT","16:37"
"F9","05/18/2018","1879","N938FR","COS","17:50"
"F9","05/18/2019","0455","N238FR","DEN","23:35"
"F9","05/18/2019","1841","N238FR","AUS","14:36"
"F9","05/18/2021","1087","N334FR","MCO","20:27"
"F9","05/19/2017","0323","N927FR","DEN","19:56"
"F9","05/19/2017","1623","N927FR","MCO","06:26"
"F9","05/19/2017","1925","N307FR","AUS","12:24"
"F9","05/19/2018","0453","N236FR","DEN","05:56"
"F9","05/19/2018","1151","N317FR","LAS","08:47"
"F9","05/19/2018","1879","N941FR","COS","18:08"
"F9","05/19/2018","1973","N938FR","TUL","16:33"
"F9","05/19/2019","0455","N216FR","DEN","21:42"
"F9","05/19/2019","1841","N216FR","AUS","13:16"
"F9","05/19/2019","2034","N335FR","MCO","14:31"
"F9","05/19/2019","2035","N312FR","LAS","17:28"
"F9","05/19/2019","2823","N206FR","COS","16:38"
"F9","05/20/2017","0323","N948FR","DEN","20:39"
"F9","05/20/2017","1623","N948FR","MCO","07:16"
"F9","05/20/2017","1925","N303FR","AUS","12:26"
"F9","05/20/2018","0455","N324FR","DEN","14:11"
"F9","05/20/2018","1151","N329FR","LAS","07:41"
"F9","05/20/2018","1623","N303FR","MCO","05:58"
"F9","05/20/2018","1901","N938FR","AUS","18:17"
"F9","05/20/2019","0457","N330FR","DEN","20:29"
"F9","05/20/2021","1087","N238FR","MCO","09:00"
"F9","05/21/2017","0323","N952FR","DEN","18:55"
"F9","05/21/2017","1623","N952FR","MCO","06:36"
"F9","05/21/2018","0453","N233FR","DEN","06:04"
"F9","05/21/2018","1151","N232FR","LAS","07:35"
"F9","05/21/2018","1843","N949FR","SAT","16:31"
"F9","05/21/2018","1879","N938FR","COS","17:31"
"F9","05/21/2019","0455","N216FR","DEN","22:19"
"F9","05/21/2019","1841","N337FR","AUS","16:38"
"F9","05/21/2019","2034","N304FR","MCO","14:35"
"F9","05/21/2019","2035","N313FR","LAS","17:40"
"F9","05/21/2019","2823","N312FR","COS","15:48"
"F9","05/22/2017","0323","N951FR","DEN","19:06"
"F9","05/22/2017","1623","N951FR","MCO","06:28"
"F9","05/22/2017","1925","N230FR","AUS","12:18"
"F9","05/22/2018","0455","N210FR","DEN","12:15"
"F9","05/22/2018","1151","N227FR","LAS","07:40"
"F9","05/22/2018","1623","N210FR","MCO","05:56"
"F9","05/22/2018","1901","N949FR","AUS","18:46"
"F9","05/22/2019","0455","N301FR","DEN","21:45"
"F9","05/23/2017","0323","N919FR","DEN","18:50"
"F9","05/23/2017","1623","N919FR","MCO","06:17"
"F9","05/23/2018","0453","N230FR","DEN","06:23"
"F9","05/23/2018","1151","N304FR","LAS","08:37"
"F9","05/23/2018","1879","N949FR","COS","17:51"
"F9","05/23/2018","1973","N943FR","TUL","16:34"
"F9","05/23/2019","0455","N337FR","DEN","23:19"
"F9","05/23/2019","1841","N337FR","AUS","13:44"
"F9","05/23/2019","2034","N216FR","MCO","17:04"
"F9","05/23/2019","2035","N342FR","LAS","19:35"
"F9","05/23/2019","2823","N310FR","COS","15:42"
"F9","05/23/2021","1087","N347FR","MCO","09:04"
"F9","05/24/2017","0323","N949FR","DEN","20:50"
"F9","05/24/2017","1623","N949FR","MCO","06:25"
"F9","05/24/2017","1925","N305FR","AUS","12:13"
"F9","05/24/2018","0455","N329FR","DEN","14:50"
"F9","05/24/2018","1151","N323FR","LAS","07:40"
"F9","05/24/2018","1623","N329FR","MCO","08:52"
"F9","05/24/2018","1901","N943FR","AUS","18:17"
"F9","05/24/2019","0455","N216FR","DEN","21:22"
"F9","05/25/2017","0323","N948FR","DEN","19:33"
"F9","05/25/2017","1623","N948FR","MCO","06:36"
"F9","05/25/2018","0453","N211FR","DEN","05:56"
"F9","05/25/2018","1151","N206FR","LAS","07:38"
"F9","05/25/2018","1843","N926FR","SAT","16:26"
"F9","05/25/2018","1879","","COS","00:00"
"F9","05/25/2019","0455","N201FR","DEN","22:04"
"F9","05/25/2019","1841","N201FR","AUS","13:38"
"F9","05/25/2021","1087","N324FR","MCO","18:03"
"F9","05/26/2017","0323","N949FR","DEN","19:11"
"F9","05/26/2017","1623","N949FR","MCO","06:28"
"F9","05/26/2017","1925","N236FR","AUS","12:12"
"F9","05/26/2018","0453","N311FR","DEN","05:53"
"F9","05/26/2018","1151","N312FR","LAS","09:01"
"F9","05/26/2018","1879","N926FR","COS","19:45"
"F9","05/26/2018","1973","N927FR","TUL","17:12"
"F9","05/26/2019","0455","N206FR","DEN","21:37"
"F9","05/26/2019","1841","N206FR","AUS","13:28"
"F9","05/26/2019","2034","N326FR","MCO","14:35"
"F9","05/26/2019","2035","N346FR","LAS","17:01"
"F9","05/26/2019","2823","N312FR","COS","15:40"
"F9","05/27/2017","0323","N951FR","DEN","19:30"
"F9","05/27/2017","1623","N951FR","MCO","06:46"
"F9","05/27/2017","1925","N308FR","AUS","12:05"
"F9","05/27/2018","0455","","DEN","00:00"
"F9","05/27/2018","1151","N317FR","LAS","07:43"
"F9","05/27/2018","1623","N201FR","MCO","08:48"
"F9","05/27/2018","1901","N927FR","AUS","18:20"
"F9","05/27/2019","0455","N238FR","DEN","21:12"
"F9","05/27/2021","1087","N364FR","MCO","09:05"
"F9","05/28/2017","0323","N952FR","DEN","18:41"
"F9","05/28/2017","1623","N952FR","MCO","06:21"
"F9","05/28/2018","0453","N235FR","DEN","05:59"
"F9","05/28/2018","1151","N229FR","LAS","07:32"
"F9","05/28/2018","1843","N948FR","SAT","16:47"
"F9","05/28/2018","1879","N927FR","COS","17:34"
"F9","05/28/2019","0455","N236FR","DEN","22:01"
"F9","05/28/2019","1841","N236FR","AUS","13:31"
"F9","05/28/2019","2034","N347FR","MCO","14:40"
"F9","05/28/2019","2035","N207FR","LAS","17:15"
"F9","05/28/2019","2823","N232FR","COS","15:57"
"F9","05/29/2017","0323","N953FR","DEN","18:49"
"F9","05/29/2017","1623","N953FR","MCO","06:26"
"F9","05/29/2017","1925","N238FR","AUS","12:10"
"F9","05/29/2018","0455","N312FR","DEN","14:14"
"F9","05/29/2018","1151","N311FR","LAS","07:34"
"F9","05/29/2018","1623","N312FR","MCO","08:27"
"F9","05/29/2018","1901","N948FR","AUS","21:59"
"F9","05/29/2019","0455","N216FR","DEN","22:14"
"F9","05/30/2017","0323","N951FR","DEN","19:06"
"F9","05/30/2017","1623","N951FR","MCO","06:25"
"F9","05/30/2018","0453","N324FR","DEN","06:39"
"F9","05/30/2018","1151","N220FR","LAS","07:52"
"F9","05/30/2018","1879","N232FR","COS","20:24"
"F9","05/30/2018","1973","N943FR","TUL","17:23"
"F9","05/30/2019","0455","N330FR","DEN","22:02"
"F9","05/30/2019","1841","N330FR","AUS","13:41"
"F9","05/30/2019","2034","N310FR","MCO","14:39"
"F9","05/30/2019","2035","N213FR","LAS","16:59"
"F9","05/30/2019","2823","N233FR","COS","15:47"
"F9","05/30/2021","1087","N323FR","MCO","09:00"
"F9","05/31/2017","0323","N941FR","DEN","18:54"
"F9","05/31/2017","1623","N941FR","MCO","06:20"
"F9","05/31/2017","1925","N238FR","AUS","12:21"
"F9","05/31/2018","0455","N232FR","DEN","22:51"
"F9","05/31/2018","1151","N304FR","LAS","08:22"
"F9","05/31/2018","1623","N227FR","MCO","07:03"
"F9","05/31/2018","1901","N943FR","AUS","23:07"
"F9","05/31/2019","0455","N309FR","DEN","20:50"
"F9","06/01/2017","0323","N926FR","DEN","18:54"
"F9","06/01/2017","1623","N926FR","MCO","06:31"
"F9","06/01/2018","0453","N317FR","DEN","06:05"
"F9","06/01/2018","1151","N309FR","LAS","07:36"
"F9","06/01/2018","1843","N949FR","SAT","23:02"
"F9","06/01/2018","1879","N943FR","COS","22:53"
"F9","06/01/2019","0455","N338FR","DEN","21:57"
"F9","06/01/2019","1841","N338FR","AUS","13:36"
"F9","06/01/2021","1087","N229FR","MCO","18:02"
"F9","06/02/2017","0323","N927FR","DEN","19:06"
"F9","06/02/2017","1623","N927FR","MCO","06:23"
"F9","06/02/2017","1925","N238FR","AUS","12:11"
"F9","06/02/2018","0453","N230FR","DEN","07:30"
"F9","06/02/2018","1151","N233FR","LAS","07:44"
"F9","06/02/2018","1879","N949FR","COS","18:13"
"F9","06/02/2018","1973","N943FR","TUL","16:34"
"F9","06/02/2019","0455","N233FR","DEN","22:26"
"F9","06/02/2019","1841","N347FR","AUS","13:11"
"F9","06/02/2019","2034","N221FR","MCO","14:39"
"F9","06/02/2019","2035","N350FR","LAS","17:55"
"F9","06/02/2019","2823","N236FR","COS","18:44"
"F9","06/03/2017","0323","N951FR","DEN","18:45"
"F9","06/03/2017","1623","N951FR","MCO","06:28"
"F9","06/03/2017","1925","N304FR","AUS","12:07"
"F9","06/03/2018","0455","N309FR","DEN","12:06"
"F9","06/03/2018","1151","N207FR","LAS","08:14"
"F9","06/03/2018","1623","N309FR","MCO","05:50"
"F9","06/03/2018","1901","N943FR","AUS","18:18"
"F9","06/03/2019","0455","N308FR","DEN","22:00"
"F9","06/03/2021","1087","N361FR","MCO","09:03"
"F9","06/04/2017","0323","N953FR","DEN","18:48"
"F9","06/04/2017","1623","N953FR","MCO","06:24"
"F9","06/04/2018","0453","N211FR","DEN","05:52"
"F9","06/04/2018","1151","N220FR","LAS","07:42"
"F9","06/04/2018","1843","N910FR","SAT","16:25"
"F9","06/04/2018","1879","N943FR","COS","18:27"
"F9","06/04/2019","0455","N332FR","DEN","21:59"
"F9","06/04/2019","1841","N332FR","AUS","13:28"
"F9","06/04/2019","2034","N238FR","MCO","14:39"
"F9","06/04/2019","2035","N311FR","LAS","17:28"
"F9","06/04/2019","2823","N232FR","COS","16:04"
"F9","06/05/2017","0323","N902FR","DEN","19:16"
"F9","06/05/2017","1141","N228FR","AUS","12:18"
"F9","06/05/2017","1623","N902FR","MCO","06:16"
"F9","06/05/2018","0455","N221FR","DEN","12:07"
"F9","06/05/2018","1151","N326FR","LAS","07:35"
"F9","06/05/2018","1623","N221FR","MCO","05:55"
"F9","06/05/2018","1901","N910FR","AUS","17:43"
"F9","06/05/2019","0455","N339FR","DEN","20:58"
"F9","06/06/2017","0323","N951FR","DEN","21:07"
"F9","06/06/2017","1623","N951FR","MCO","06:27"
"F9","06/06/2018","0453","N324FR","DEN","08:32"
"F9","06/06/2018","1151","N329FR","LAS","07:42"
"F9","06/06/2018","1879","N910FR","COS","18:14"
"F9","06/06/2018","1973","N938FR","TUL","16:25"
"F9","06/06/2019","0455","N324FR","DEN","22:34"
"F9","06/06/2019","1841","N324FR","AUS","13:58"
"F9","06/06/2019","2034","N211FR","MCO","14:49"
"F9","06/06/2019","2035","N236FR","LAS","17:06"
"F9","06/06/2019","2825","N305FR","COS","15:54"
"F9","06/06/2021","1087","N238FR","MCO","09:00"
"F9","06/07/2017","0323","N953FR","DEN","19:34"
"F9","06/07/2017","1141","N308FR","AUS","12:18"
"F9","06/07/2017","1623","N953FR","MCO","06:22"
"F9","06/07/2018","0455","N316FR","DEN","12:10"
"F9","06/07/2018","1151","N201FR","LAS","07:43"
"F9","06/07/2018","1623","N316FR","MCO","06:11"
"F9","06/07/2018","1901","N938FR","AUS","18:32"
"F9","06/07/2019","0455","N213FR","DEN","22:02"
"F9","06/08/2017","0323","N941FR","DEN","18:50"
"F9","06/08/2017","1623","N941FR","MCO","06:23"
"F9","06/08/2018","0453","N305FR","DEN","08:09"
"F9","06/08/2018","1151","N210FR","LAS","07:35"
"F9","06/08/2018","1843","N941FR","SAT","18:01"
"F9","06/08/2018","1879","N938FR","COS","18:46"
"F9","06/08/2019","0455","N322FR","DEN","21:41"
"F9","06/08/2019","1841","N322FR","AUS","13:06"
"F9","06/08/2021","1087","N353FR","MCO","18:03"
"F9","06/09/2017","0323","N941FR","DEN","18:53"
"F9","06/09/2017","1141","N309FR","AUS","12:06"
"F9","06/09/2017","1623","N941FR","MCO","06:26"
"F9","06/09/2018","0453","N317FR","DEN","05:52"
"F9","06/09/2018","1151","N211FR","LAS","07:35"
"F9","06/09/2018","1879","N941FR","COS","21:24"
"F9","06/09/2018","1973","N938FR","TUL","16:31"
"F9","06/09/2019","0455","N317FR","DEN","21:39"
"F9","06/09/2019","1841","N317FR","AUS","13:29"
"F9","06/09/2019","2034","N346FR","MCO","19:03"
"F9","06/09/2019","2035","N238FR","LAS","19:20"
"F9","06/09/2019","2825","N318FR","COS","16:56"
"F9","06/10/2017","0323","N943FR","DEN","18:56"
"F9","06/10/2017","1141","N305FR","AUS","12:13"
"F9","06/10/2017","1623","N943FR","MCO","06:25"
"F9","06/10/2018","0455","N312FR","DEN","12:07"
"F9","06/10/2018","1151","N235FR","LAS","07:40"
"F9","06/10/2018","1623","N312FR","MCO","06:23"
"F9","06/10/2018","1901","N938FR","AUS","19:09"
"F9","06/10/2019","0455","N305FR","DEN","23:08"
"F9","06/10/2021","1087","N702FR","MCO","12:00"
"F9","06/11/2017","0323","N948FR","DEN","21:06"
"F9","06/11/2017","1623","N948FR","MCO","06:23"
"F9","06/11/2018","0453","N303FR","DEN","07:05"
"F9","06/11/2018","1151","N307FR","LAS","08:51"
"F9","06/11/2018","1843","N943FR","SAT","17:04"
"F9","06/11/2018","1879","N938FR","COS","18:16"
"F9","06/11/2019","0455","N206FR","DEN","21:41"
"F9","06/11/2019","1841","N206FR","AUS","13:03"
"F9","06/11/2019","2034","N303FR","MCO","14:10"
"F9","06/11/2019","2035","N316FR","LAS","16:58"
"F9","06/11/2019","2825","N350FR","COS","15:47"
"F9","06/12/2017","0323","N948FR","DEN","19:01"
"F9","06/12/2017","1623","N948FR","MCO","06:54"
"F9","06/12/2017","1925","N236FR","AUS","12:41"
"F9","06/12/2018","0455","N329FR","DEN","12:34"
"F9","06/12/2018","1151","N201FR","LAS","07:36"
"F9","06/12/2018","1623","N329FR","MCO","06:36"
"F9","06/12/2018","1901","N943FR","AUS","18:12"
"F9","06/12/2019","0455","N342FR","DEN","20:55"
"F9","06/13/2017","0323","N943FR","DEN","19:44"
"F9","06/13/2017","1623","N943FR","MCO","07:01"
"F9","06/13/2018","0453","N207FR","DEN","05:58"
"F9","06/13/2018","1151","N202FR","LAS","09:01"
"F9","06/13/2018","1879","N943FR","COS","19:10"
"F9","06/13/2018","1973","","TUL","00:00"
"F9","06/13/2019","0455","N326FR","DEN","22:58"
"F9","06/13/2019","1841","N326FR","AUS","14:37"
"F9","06/13/2019","2034","","MCO","00:00"
"F9","06/13/2019","2035","N329FR","LAS","17:36"
"F9","06/13/2019","2825","N301FR","COS","16:07"
"F9","06/13/2021","1087","N712FR","MCO","11:02"
"F9","06/14/2017","0323","N301FR","DEN","01:14"
"F9","06/14/2017","1623","N943FR","MCO","06:36"
"F9","06/14/2017","1925","N233FR","AUS","12:55"
"F9","06/14/2018","0455","N329FR","DEN","12:05"
"F9","06/14/2018","1151","N323FR","LAS","12:42"
"F9","06/14/2018","1623","N329FR","MCO","06:01"
"F9","06/14/2018","1901","N939FR","AUS","01:21"
"F9","06/14/2019","0455","N230FR","DEN","21:13"
"F9","06/15/2017","0323","N922FR","DEN","22:30"
"F9","06/15/2017","1623","N922FR","MCO","07:56"
"F9","06/15/2018","0453","N233FR","DEN","06:00"
"F9","06/15/2018","1151","N318FR","LAS","10:29"
"F9","06/15/2018","1843","N926FR","SAT","16:26"
"F9","06/15/2018","1879","N948FR","COS","01:25"
"F9","06/15/2019","0455","N334FR","DEN","21:46"
"F9","06/15/2019","1841","N334FR","AUS","13:01"
"F9","06/15/2021","1087","N709FR","MCO","11:00"
"F9","06/16/2017","0323","N951FR","DEN","19:59"
"F9","06/16/2017","1623","N951FR","MCO","06:52"
"F9","06/16/2017","1925","N238FR","AUS","12:50"
"F9","06/16/2018","0453","N236FR","DEN","06:46"
"F9","06/16/2018","1151","N202FR","LAS","07:41"
"F9","06/16/2018","1879","N926FR","COS","18:27"
"F9","06/16/2018","1973","N910FR","TUL","16:39"
"F9","06/16/2019","0455","N329FR","DEN","21:57"
"F9","06/16/2019","1841","N329FR","AUS","13:03"
"F9","06/16/2019","2034","N201FR","MCO","14:58"
"F9","06/16/2019","2035","N343FR","LAS","17:02"
"F9","06/16/2019","2825","N347FR","COS","16:07"
"F9","06/17/2017","0323","N952FR","DEN","19:22"
"F9","06/17/2017","1623","N952FR","MCO","07:03"
"F9","06/17/2017","1925","N303FR","AUS","12:39"
"F9","06/17/2018","0455","N324FR","DEN","12:37"
"F9","06/17/2018","1151","N203FR","LAS","07:44"
"F9","06/17/2018","1623","N324FR","MCO","06:59"
"F9","06/17/2018","1901","N910FR","AUS","18:59"
"F9","06/17/2019","0455","N202FR","DEN","22:13"
"F9","06/17/2021","1087","N711FR","MCO","11:11"
"F9","06/18/2017","0323","N952FR","DEN","19:39"
"F9","06/18/2017","1623","N952FR","MCO","06:50"
"F9","06/18/2018","0453","N311FR","DEN","05:57"
"F9","06/18/2018","1151","N326FR","LAS","07:49"
"F9","06/18/2018","1843","N923FR","SAT","16:43"
"F9","06/18/2018","1879","N910FR","COS","17:46"
"F9","06/18/2019","0455","N304FR","DEN","21:48"
"F9","06/18/2019","1841","N304FR","AUS","13:26"
"F9","06/18/2019","2034","N305FR","MCO","16:50"
"F9","06/18/2019","2035","N326FR","LAS","17:47"
"F9","06/18/2019","2825","N346FR","COS","15:47"
"F9","06/19/2017","0323","N919FR","DEN","02:18"
"F9","06/19/2017","1623","N951FR","MCO","06:27"
"F9","06/19/2017","1925","N310FR","AUS","12:41"
"F9","06/19/2018","0455","N201FR","DEN","12:07"
"F9","06/19/2018","1151","N309FR","LAS","08:13"
"F9","06/19/2018","1623","N201FR","MCO","06:09"
"F9","06/19/2018","1901","","AUS","00:00"
"F9","06/19/2019","0455","N334FR","DEN","20:52"
"F9","06/20/2017","0323","N948FR","DEN","18:58"
"F9","06/20/2017","1623","N948FR","MCO","06:33"
"F9","06/20/2018","0453","N207FR","DEN","06:00"
"F9","06/20/2018","1151","N326FR","LAS","07:49"
"F9","06/20/2018","1879","N923FR","COS","22:36"
"F9","06/20/2018","1973","N941FR","TUL","21:10"
"F9","06/20/2019","0455","N341FR","DEN","23:02"
"F9","06/20/2019","1841","N341FR","AUS","13:23"
"F9","06/20/2019","2034","","MCO","00:00"
"F9","06/20/2019","2035","N311FR","LAS","18:11"
"F9","06/20/2019","2825","N201FR","COS","17:48"
"F9","06/20/2021","1087","N722FR","MCO","11:21"
"F9","06/21/2017","0323","N953FR","DEN","18:55"
"F9","06/21/2017","1623","N953FR","MCO","06:24"
"F9","06/21/2017","1925","N233FR","AUS","12:45"
"F9","06/21/2018","0455","N207FR","DEN","12:20"
"F9","06/21/2018","1151","N324FR","LAS","09:34"
"F9","06/21/2018","1623","N207FR","MCO","05:49"
"F9","06/21/2018","1901","N926FR","AUS","20:37"
"F9","06/21/2019","0455","N230FR","DEN","22:54"
"F9","06/22/2017","0323","N902FR","DEN","19:25"
"F9","06/22/2017","1623","N902FR","MCO","06:29"
"F9","06/22/2018","0453","N227FR","DEN","05:58"
"F9","06/22/2018","1151","N326FR","LAS","07:41"
"F9","06/22/2018","1843","N910FR","SAT","16:22"
"F9","06/22/2018","1879","N926FR","COS","17:55"
"F9","06/22/2019","0455","N238FR","DEN","21:31"
"F9","06/22/2019","1841","N238FR","AUS","13:02"
"F9","06/22/2021","1087","N720FR","MCO","11:03"
"F9","06/23/2017","0323","N910FR","DEN","18:47"
"F9","06/23/2017","1623","N910FR","MCO","06:32"
"F9","06/23/2017","1925","N233FR","AUS","12:39"
"F9","06/23/2018","0453","N312FR","DEN","05:59"
"F9","06/23/2018","1151","N310FR","LAS","07:49"
"F9","06/23/2018","1879","N910FR","COS","19:44"
"F9","06/23/2018","1973","N927FR","TUL","16:24"
"F9","06/23/2019","0455","N223FR","DEN","21:54"
"F9","06/23/2019","1841","N223FR","AUS","13:04"
"F9","06/23/2019","2034","N710FR","MCO","15:03"
"F9","06/23/2019","2035","N332FR","LAS","17:13"
"F9","06/23/2019","2825","N213FR","COS","15:49"
"F9","06/24/2017","0323","N941FR","DEN","18:49"
"F9","06/24/2017","1623","N941FR","MCO","06:24"
"F9","06/24/2017","1925","N307FR","AUS","12:41"
"F9","06/24/2018","0455","N228FR","DEN","12:20"
"F9","06/24/2018","1151","N312FR","LAS","09:47"
"F9","06/24/2018","1623","N228FR","MCO","06:03"
"F9","06/24/2018","1901","N927FR","AUS","17:48"
"F9","06/24/2019","0455","N210FR","DEN","20:55"
"F9","06/24/2021","1087","N722FR","MCO","11:25"
"F9","06/25/2017","0323","N953FR","DEN","18:50"
"F9","06/25/2017","1623","N953FR","MCO","06:29"
"F9","06/25/2018","0453","N310FR","DEN","05:57"
"F9","06/25/2018","1151","N326FR","LAS","07:40"
"F9","06/25/2018","1843","N949FR","SAT","16:23"
"F9","06/25/2018","1879","","COS","00:00"
"F9","06/25/2019","0455","N318FR","DEN","21:42"
"F9","06/25/2019","1841","N318FR","AUS","13:18"
"F9","06/25/2019","2034","N339FR","MCO","14:44"
"F9","06/25/2019","2035","N235FR","LAS","16:58"
"F9","06/25/2019","2825","N229FR","COS","15:46"
"F9","06/26/2017","0323","N953FR","DEN","19:38"
"F9","06/26/2017","1623","N953FR","MCO","06:45"
"F9","06/26/2017","1925","N307FR","AUS","12:43"
"F9","06/26/2018","0455","N236FR","DEN","12:10"
"F9","06/26/2018","1151","N213FR","LAS","07:45"
"F9","06/26/2018","1623","N236FR","MCO","05:57"
"F9","06/26/2018","1901","N949FR","AUS","18:30"
"F9","06/26/2019","0455","N334FR","DEN","20:57"
"F9","06/27/2017","0323","N927FR","DEN","19:46"
"F9","06/27/2017","1623","N927FR","MCO","06:27"
"F9","06/27/2018","0453","N235FR","DEN","06:00"
"F9","06/27/2018","1151","N229FR","LAS","08:22"
"F9","06/27/2018","1879","N949FR","COS","18:42"
"F9","06/27/2018","1973","N922FR","TUL","17:03"
"F9","06/27/2019","0455","N336FR","DEN","21:51"
"F9","06/27/2019","1841","N336FR","AUS","13:21"
"F9","06/27/2019","2034","N207FR","MCO","14:57"
"F9","06/27/2019","2035","N342FR","LAS","16:57"
"F9","06/27/2019","2825","N338FR","COS","15:50"
"F9","06/27/2021","1087","N716FR","MCO","11:09"
"F9","06/28/2017","0323","N910FR","DEN","18:43"
"F9","06/28/2017","1623","N910FR","MCO","06:26"
"F9","06/28/2017","1925","N304FR","AUS","12:44"
"F9","06/28/2018","0455","N324FR","DEN","12:14"
"F9","06/28/2018","1151","N305FR","LAS","07:36"
"F9","06/28/2018","1623","N324FR","MCO","06:20"
"F9","06/28/2018","1901","N922FR","AUS","17:48"
"F9","06/28/2019","0455","N211FR","DEN","21:03"
"F9","06/29/2017","0323","N939FR","DEN","18:53"
"F9","06/29/2017","1623","N939FR","MCO","06:21"
"F9","06/29/2018","0453","N229FR","DEN","06:23"
"F9","06/29/2018","1151","N308FR","LAS","07:50"
"F9","06/29/2018","1843","N949FR","SAT","16:50"
"F9","06/29/2018","1879","","COS","00:00"
"F9","06/29/2019","0455","","DEN","00:00"
"F9","06/29/2019","1841","","AUS","00:00"
"F9","06/29/2021","1087","N716FR","MCO","11:06"
"F9","06/30/2017","0323","N943FR","DEN","18:56"
"F9","06/30/2017","1623","N943FR","MCO","06:27"
"F9","06/30/2017","1925","N235FR","AUS","13:03"
"F9","06/30/2018","0453","N323FR","DEN","07:42"
"F9","06/30/2018","1151","","LAS","00:00"
"F9","06/30/2018","1879","","COS","00:00"
"F9","06/30/2018","1973","N948FR","TUL","16:35"
"F9","06/30/2019","0455","N301FR","DEN","23:14"
"F9","06/30/2019","1841","N301FR","AUS","14:40"
"F9","06/30/2019","2034","N338FR","MCO","14:25"
"F9","06/30/2019","2035","N202FR","LAS","17:44"
"F9","06/30/2019","2825","N309FR","COS","17:58"
"F9","07/01/2017","0323","N948FR","DEN","02:43"
"F9","07/01/2017","1623","N948FR","MCO","06:55"
"F9","07/01/2017","1925","N233FR","AUS","12:43"
"F9","07/01/2018","0455","","DEN","00:00"
"F9","07/01/2018","1151","N308FR","LAS","08:56"
"F9","07/01/2018","1623","N206FR","MCO","08:27"
"F9","07/01/2018","1901","N948FR","AUS","18:42"
"F9","07/01/2019","0455","N309FR","DEN","20:56"
"F9","07/01/2021","1087","N706FR","MCO","11:17"
"F9","07/02/2017","0323","N920FR","DEN","00:39"
"F9","07/02/2017","1623","N920FR","MCO","11:53"
"F9","07/02/2018","0453","N205FR","DEN","08:15"
"F9","07/02/2018","1151","N228FR","LAS","09:15"
"F9","07/02/2018","1843","N926FR","SAT","17:08"
"F9","07/02/2018","1879","N948FR","COS","18:56"
"F9","07/02/2019","0455","N228FR","DEN","21:46"
"F9","07/02/2019","1841","N228FR","AUS","13:04"
"F9","07/02/2019","2034","N221FR","MCO","16:44"
"F9","07/02/2019","2035","N353FR","LAS","17:35"
"F9","07/02/2019","2825","N305FR","COS","15:44"
"F9","07/03/2017","0323","N941FR","DEN","18:51"
"F9","07/03/2017","1623","N941FR","MCO","06:29"
"F9","07/03/2017","1925","N219FR","AUS","12:57"
"F9","07/03/2018","0455","N228FR","DEN","14:39"
"F9","07/03/2018","1151","N201FR","LAS","07:34"
"F9","07/03/2018","1623","N326FR","MCO","05:56"
"F9","07/03/2018","1901","N926FR","AUS","18:58"
"F9","07/03/2019","0455","N305FR","DEN","21:09"
"F9","07/04/2017","0323","N951FR","DEN","18:49"
"F9","07/04/2017","1623","N951FR","MCO","06:26"
"F9","07/04/2018","0453","N305FR","DEN","05:59"
"F9","07/04/2018","1151","N311FR","LAS","07:43"
"F9","07/04/2018","1879","N926FR","COS","17:47"
"F9","07/04/2018","1973","N910FR","TUL","16:31"
"F9","07/04/2019","0455","N238FR","DEN","21:39"
"F9","07/04/2019","1841","N238FR","AUS","13:05"
"F9","07/04/2019","2034","N202FR","MCO","14:37"
"F9","07/04/2019","2035","N310FR","LAS","17:01"
"F9","07/04/2019","2825","N341FR","COS","15:44"
"F9","07/04/2021","1087","N706FR","MCO","11:01"
