Date,Flight Count,Carrier Type,Year,Month,Week,Day,Day of Week
2021-01-31,273,Low-cost,2021,1,4,31,Sun
2021-02-01,264,Low-cost,2021,2,5,1,Mon
2021-02-02,196,Low-cost,2021,2,5,2,Tue
2021-02-03,190,Low-cost,2021,2,5,3,Wed
2021-02-04,266,Low-cost,2021,2,5,4,Thu
2021-02-05,274,Low-cost,2021,2,5,5,Fri
2021-02-06,197,Low-cost,2021,2,5,6,Sat
2021-02-07,273,Low-cost,2021,2,5,7,Sun
2021-02-08,269,Low-cost,2021,2,6,8,Mon
2021-02-09,189,Low-cost,2021,2,6,9,Tue
2021-02-10,204,Low-cost,2021,2,6,10,Wed
2021-02-11,289,Low-cost,2021,2,6,11,Thu
2021-02-12,294,Low-cost,2021,2,6,12,Fri
2021-02-13,233,Low-cost,2021,2,6,13,Sat
2021-02-14,306,Low-cost,2021,2,6,14,Sun
2021-02-15,312,Low-cost,2021,2,7,15,Mon
2021-02-16,244,Low-cost,2021,2,7,16,Tue
2021-02-17,237,Low-cost,2021,2,7,17,Wed
2021-02-18,301,Low-cost,2021,2,7,18,Thu
2021-02-19,299,Low-cost,2021,2,7,19,Fri
2021-02-20,244,Low-cost,2021,2,7,20,Sat
2021-02-21,302,Low-cost,2021,2,7,21,Sun
2021-02-22,299,Low-cost,2021,2,8,22,Mon
2021-02-23,242,Low-cost,2021,2,8,23,Tue
2021-02-24,236,Low-cost,2021,2,8,24,Wed
2021-02-25,301,Low-cost,2021,2,8,25,Thu
2021-02-26,300,Low-cost,2021,2,8,26,Fri
2021-02-27,244,Low-cost,2021,2,8,27,Sat
2021-02-28,304,Low-cost,2021,2,8,28,Sun
2021-03-01,301,Low-cost,2021,3,9,1,Mon
2021-03-02,243,Low-cost,2021,3,9,2,Tue
2021-03-03,240,Low-cost,2021,3,9,3,Wed
2021-03-04,306,Low-cost,2021,3,9,4,Thu
2021-03-05,308,Low-cost,2021,3,9,5,Fri
2021-03-06,252,Low-cost,2021,3,9,6,Sat
2021-03-07,344,Low-cost,2021,3,9,7,Sun
2021-03-08,348,Low-cost,2021,3,10,8,Mon
2021-03-09,277,Low-cost,2021,3,10,9,Tue
2021-03-10,304,Low-cost,2021,3,10,10,Wed
2021-03-11,389,Low-cost,2021,3,10,11,Thu
2021-03-12,392,Low-cost,2021,3,10,12,Fri
2021-03-13,370,Low-cost,2021,3,10,13,Sat
2021-03-14,397,Low-cost,2021,3,10,14,Sun
2021-03-15,394,Low-cost,2021,3,11,15,Mon
2021-03-16,365,Low-cost,2021,3,11,16,Tue
2021-03-17,373,Low-cost,2021,3,11,17,Wed
2021-03-18,395,Low-cost,2021,3,11,18,Thu
2021-03-19,394,Low-cost,2021,3,11,19,Fri
2021-03-20,378,Low-cost,2021,3,11,20,Sat
2021-03-21,395,Low-cost,2021,3,11,21,Sun
2021-03-22,393,Low-cost,2021,3,12,22,Mon
2021-03-23,365,Low-cost,2021,3,12,23,Tue
2021-03-24,374,Low-cost,2021,3,12,24,Wed
2021-03-25,396,Low-cost,2021,3,12,25,Thu
2021-03-26,395,Low-cost,2021,3,12,26,Fri
2021-03-27,384,Low-cost,2021,3,12,27,Sat
2021-03-28,396,Low-cost,2021,3,12,28,Sun
2021-03-29,393,Low-cost,2021,3,13,29,Mon
2021-03-30,366,Low-cost,2021,3,13,30,Tue
2021-03-31,374,Low-cost,2021,3,13,31,Wed
2021-04-01,397,Low-cost,2021,4,13,1,Thu
2021-04-02,392,Low-cost,2021,4,13,2,Fri
2021-04-03,386,Low-cost,2021,4,13,3,Sat
2021-04-04,396,Low-cost,2021,4,13,4,Sun
2021-04-05,394,Low-cost,2021,4,14,5,Mon
2021-04-06,366,Low-cost,2021,4,14,6,Tue
2021-04-07,373,Low-cost,2021,4,14,7,Wed
2021-04-08,393,Low-cost,2021,4,14,8,Thu
2021-04-09,394,Low-cost,2021,4,14,9,Fri
2021-04-10,383,Low-cost,2021,4,14,10,Sat
2021-04-11,398,Low-cost,2021,4,14,11,Sun
2021-04-12,374,Low-cost,2021,4,15,12,Mon
2021-04-13,310,Low-cost,2021,4,15,13,Tue
2021-04-14,292,Low-cost,2021,4,15,14,Wed
2021-04-15,373,Low-cost,2021,4,15,15,Thu
2021-04-16,371,Low-cost,2021,4,15,16,Fri
2021-04-17,331,Low-cost,2021,4,15,17,Sat
2021-04-18,373,Low-cost,2021,4,15,18,Sun
2021-04-19,373,Low-cost,2021,4,16,19,Mon
2021-04-20,297,Low-cost,2021,4,16,20,Tue
2021-04-21,296,Low-cost,2021,4,16,21,Wed
2021-04-22,379,Low-cost,2021,4,16,22,Thu
2021-04-23,376,Low-cost,2021,4,16,23,Fri
2021-04-24,331,Low-cost,2021,4,16,24,Sat
2021-04-25,372,Low-cost,2021,4,16,25,Sun
2021-04-26,373,Low-cost,2021,4,17,26,Mon
2021-04-27,296,Low-cost,2021,4,17,27,Tue
2021-04-28,297,Low-cost,2021,4,17,28,Wed
2021-04-29,372,Low-cost,2021,4,17,29,Thu
2021-04-30,260,Low-cost,2021,4,17,30,Fri
2021-05-01,332,Low-cost,2021,5,17,1,Sat
2021-05-02,372,Low-cost,2021,5,17,2,Sun
2021-05-03,373,Low-cost,2021,5,18,3,Mon
2021-05-04,286,Low-cost,2021,5,18,4,Tue
2021-05-05,332,Low-cost,2021,5,18,5,Wed
2021-05-06,389,Low-cost,2021,5,18,6,Thu
2021-05-07,387,Low-cost,2021,5,18,7,Fri
2021-05-08,358,Low-cost,2021,5,18,8,Sat
2021-05-09,416,Low-cost,2021,5,18,9,Sun
2021-05-10,413,Low-cost,2021,5,19,10,Mon
2021-05-11,360,Low-cost,2021,5,19,11,Tue
2021-05-12,353,Low-cost,2021,5,19,12,Wed
2021-05-13,422,Low-cost,2021,5,19,13,Thu
2021-05-14,414,Low-cost,2021,5,19,14,Fri
2021-05-15,370,Low-cost,2021,5,19,15,Sat
2021-05-16,424,Low-cost,2021,5,19,16,Sun
2021-05-17,416,Low-cost,2021,5,20,17,Mon
2021-05-18,368,Low-cost,2021,5,20,18,Tue
2021-05-19,363,Low-cost,2021,5,20,19,Wed
2021-05-20,420,Low-cost,2021,5,20,20,Thu
2021-05-21,413,Low-cost,2021,5,20,21,Fri
2021-05-22,367,Low-cost,2021,5,20,22,Sat
2021-05-23,422,Low-cost,2021,5,20,23,Sun
2021-05-24,418,Low-cost,2021,5,21,24,Mon
2021-05-25,372,Low-cost,2021,5,21,25,Tue
2021-05-26,366,Low-cost,2021,5,21,26,Wed
2021-05-27,419,Low-cost,2021,5,21,27,Thu
2021-05-28,415,Low-cost,2021,5,21,28,Fri
2021-05-29,369,Low-cost,2021,5,21,29,Sat
2021-05-30,419,Low-cost,2021,5,21,30,Sun
2021-05-31,421,Low-cost,2021,5,22,31,Mon
2021-06-01,398,Low-cost,2021,6,22,1,Tue
2021-06-02,395,Low-cost,2021,6,22,2,Wed
2021-06-03,423,Low-cost,2021,6,22,3,Thu
2021-06-04,416,Low-cost,2021,6,22,4,Fri
2021-06-05,383,Low-cost,2021,6,22,5,Sat
2021-06-06,443,Low-cost,2021,6,22,6,Sun
2021-06-07,445,Low-cost,2021,6,23,7,Mon
2021-06-08,384,Low-cost,2021,6,23,8,Tue
2021-06-09,389,Low-cost,2021,6,23,9,Wed
2021-06-10,457,Low-cost,2021,6,23,10,Thu
2021-06-11,465,Low-cost,2021,6,23,11,Fri
2021-06-12,404,Low-cost,2021,6,23,12,Sat
2021-06-13,454,Low-cost,2021,6,23,13,Sun
2021-06-14,459,Low-cost,2021,6,24,14,Mon
2021-06-15,414,Low-cost,2021,6,24,15,Tue
2021-06-16,417,Low-cost,2021,6,24,16,Wed
2021-06-17,458,Low-cost,2021,6,24,17,Thu
2021-06-18,463,Low-cost,2021,6,24,18,Fri
2021-06-19,404,Low-cost,2021,6,24,19,Sat
2021-06-20,452,Low-cost,2021,6,24,20,Sun
2021-06-21,461,Low-cost,2021,6,25,21,Mon
2021-06-22,418,Low-cost,2021,6,25,22,Tue
2021-06-23,421,Low-cost,2021,6,25,23,Wed
2021-06-24,457,Low-cost,2021,6,25,24,Thu
2021-06-25,465,Low-cost,2021,6,25,25,Fri
2021-06-26,406,Low-cost,2021,6,25,26,Sat
2021-06-27,454,Low-cost,2021,6,25,27,Sun
2021-06-28,464,Low-cost,2021,6,26,28,Mon
2021-06-29,416,Low-cost,2021,6,26,29,Tue
2021-06-30,421,Low-cost,2021,6,26,30,Wed
2021-07-01,464,Low-cost,2021,7,26,1,Thu
2021-07-02,467,Low-cost,2021,7,26,2,Fri
2021-07-03,411,Low-cost,2021,7,26,3,Sat
2021-07-04,432,Low-cost,2021,7,26,4,Sun
2021-07-05,457,Low-cost,2021,7,27,5,Mon
2021-07-06,420,Low-cost,2021,7,27,6,Tue
2021-07-07,437,Low-cost,2021,7,27,7,Wed
2021-07-08,471,Low-cost,2021,7,27,8,Thu
2021-07-09,479,Low-cost,2021,7,27,9,Fri
2021-07-10,419,Low-cost,2021,7,27,10,Sat
2021-07-11,470,Low-cost,2021,7,27,11,Sun
2021-07-12,477,Low-cost,2021,7,28,12,Mon
2021-07-13,439,Low-cost,2021,7,28,13,Tue
2021-07-14,441,Low-cost,2021,7,28,14,Wed
2021-07-15,470,Low-cost,2021,7,28,15,Thu
2021-07-16,477,Low-cost,2021,7,28,16,Fri
2021-07-17,420,Low-cost,2021,7,28,17,Sat
2021-07-18,468,Low-cost,2021,7,28,18,Sun
2021-07-19,475,Low-cost,2021,7,29,19,Mon
2021-07-20,433,Low-cost,2021,7,29,20,Tue
2021-07-21,440,Low-cost,2021,7,29,21,Wed
2021-07-22,472,Low-cost,2021,7,29,22,Thu
2021-07-23,480,Low-cost,2021,7,29,23,Fri
2021-07-24,420,Low-cost,2021,7,29,24,Sat
2021-07-25,469,Low-cost,2021,7,29,25,Sun
2021-07-26,477,Low-cost,2021,7,30,26,Mon
2021-07-27,435,Low-cost,2021,7,30,27,Tue
2021-07-28,440,Low-cost,2021,7,30,28,Wed
2021-07-29,473,Low-cost,2021,7,30,29,Thu
2021-07-30,481,Low-cost,2021,7,30,30,Fri
2021-07-31,424,Low-cost,2021,7,30,31,Sat
2021-08-01,471,Low-cost,2021,8,30,1,Sun
2021-08-02,478,Low-cost,2021,8,31,2,Mon
2021-08-03,437,Low-cost,2021,8,31,3,Tue
2021-08-04,442,Low-cost,2021,8,31,4,Wed
2021-08-05,474,Low-cost,2021,8,31,5,Thu
2021-08-06,480,Low-cost,2021,8,31,6,Fri
2021-08-07,423,Low-cost,2021,8,31,7,Sat
2021-08-08,468,Low-cost,2021,8,31,8,Sun
2021-08-09,478,Low-cost,2021,8,32,9,Mon
2021-08-10,439,Low-cost,2021,8,32,10,Tue
2021-08-11,439,Low-cost,2021,8,32,11,Wed
2021-08-12,474,Low-cost,2021,8,32,12,Thu
2021-08-13,479,Low-cost,2021,8,32,13,Fri
2021-08-14,420,Low-cost,2021,8,32,14,Sat
2021-08-15,466,Low-cost,2021,8,32,15,Sun
2021-08-16,475,Low-cost,2021,8,33,16,Mon
2021-08-17,433,Low-cost,2021,8,33,17,Tue
2021-08-18,425,Low-cost,2021,8,33,18,Wed
2021-08-19,471,Low-cost,2021,8,33,19,Thu
2021-08-20,476,Low-cost,2021,8,33,20,Fri
2021-08-21,416,Low-cost,2021,8,33,21,Sat
2021-08-22,466,Low-cost,2021,8,33,22,Sun
2021-08-23,473,Low-cost,2021,8,34,23,Mon
2021-08-24,423,Low-cost,2021,8,34,24,Tue
2021-08-25,424,Low-cost,2021,8,34,25,Wed
2021-08-26,470,Low-cost,2021,8,34,26,Thu
2021-08-27,474,Low-cost,2021,8,34,27,Fri
2021-08-28,408,Low-cost,2021,8,34,28,Sat
2021-08-29,464,Low-cost,2021,8,34,29,Sun
2021-08-30,473,Low-cost,2021,8,35,30,Mon
2021-08-31,419,Low-cost,2021,8,35,31,Tue
2021-09-01,426,Low-cost,2021,9,35,1,Wed
2021-09-02,468,Low-cost,2021,9,35,2,Thu
2021-09-03,476,Low-cost,2021,9,35,3,Fri
2021-09-04,407,Low-cost,2021,9,35,4,Sat
2021-09-05,454,Low-cost,2021,9,35,5,Sun
2021-09-06,475,Low-cost,2021,9,36,6,Mon
2021-09-07,406,Low-cost,2021,9,36,7,Tue
2021-09-08,403,Low-cost,2021,9,36,8,Wed
2021-09-09,450,Low-cost,2021,9,36,9,Thu
2021-09-10,458,Low-cost,2021,9,36,10,Fri
2021-09-11,387,Low-cost,2021,9,36,11,Sat
2021-09-12,457,Low-cost,2021,9,36,12,Sun
2021-09-13,459,Low-cost,2021,9,37,13,Mon
2021-09-14,379,Low-cost,2021,9,37,14,Tue
2021-09-15,386,Low-cost,2021,9,37,15,Wed
2021-09-16,446,Low-cost,2021,9,37,16,Thu
2021-09-17,457,Low-cost,2021,9,37,17,Fri
2021-09-18,393,Low-cost,2021,9,37,18,Sat
2021-09-19,460,Low-cost,2021,9,37,19,Sun
2021-09-20,461,Low-cost,2021,9,38,20,Mon
2021-09-21,375,Low-cost,2021,9,38,21,Tue
2021-09-22,386,Low-cost,2021,9,38,22,Wed
2021-09-23,449,Low-cost,2021,9,38,23,Thu
2021-09-24,455,Low-cost,2021,9,38,24,Fri
2021-09-25,392,Low-cost,2021,9,38,25,Sat
2021-09-26,461,Low-cost,2021,9,38,26,Sun
2021-09-27,461,Low-cost,2021,9,39,27,Mon
2021-09-28,379,Low-cost,2021,9,39,28,Tue
2021-09-29,384,Low-cost,2021,9,39,29,Wed
2021-09-30,447,Low-cost,2021,9,39,30,Thu
2021-10-01,457,Low-cost,2021,10,39,1,Fri
2021-10-02,388,Low-cost,2021,10,39,2,Sat
2021-10-03,460,Low-cost,2021,10,39,3,Sun
2021-10-04,456,Low-cost,2021,10,40,4,Mon
2021-10-05,380,Low-cost,2021,10,40,5,Tue
2021-10-06,369,Low-cost,2021,10,40,6,Wed
2021-10-07,459,Low-cost,2021,10,40,7,Thu
2021-10-08,464,Low-cost,2021,10,40,8,Fri
2021-10-09,403,Low-cost,2021,10,40,9,Sat
2021-10-10,467,Low-cost,2021,10,40,10,Sun
2021-10-11,465,Low-cost,2021,10,41,11,Mon
2021-10-12,391,Low-cost,2021,10,41,12,Tue
2021-10-13,388,Low-cost,2021,10,41,13,Wed
2021-10-14,454,Low-cost,2021,10,41,14,Thu
2021-10-15,465,Low-cost,2021,10,41,15,Fri
2021-10-16,403,Low-cost,2021,10,41,16,Sat
2021-10-17,467,Low-cost,2021,10,41,17,Sun
2021-10-18,463,Low-cost,2021,10,42,18,Mon
2021-10-19,386,Low-cost,2021,10,42,19,Tue
2021-10-20,389,Low-cost,2021,10,42,20,Wed
2021-10-21,456,Low-cost,2021,10,42,21,Thu
2021-10-22,464,Low-cost,2021,10,42,22,Fri
2021-10-23,403,Low-cost,2021,10,42,23,Sat
2021-10-24,469,Low-cost,2021,10,42,24,Sun
2021-10-25,465,Low-cost,2021,10,43,25,Mon
2021-10-26,389,Low-cost,2021,10,43,26,Tue
2021-10-27,388,Low-cost,2021,10,43,27,Wed
2021-10-28,456,Low-cost,2021,10,43,28,Thu
2021-10-29,463,Low-cost,2021,10,43,29,Fri
2021-10-30,402,Low-cost,2021,10,43,30,Sat
2021-10-31,468,Low-cost,2021,10,43,31,Sun
2021-11-01,475,Low-cost,2021,11,44,1,Mon
2021-11-02,392,Low-cost,2021,11,44,2,Tue
2021-11-03,395,Low-cost,2021,11,44,3,Wed
2021-11-04,466,Low-cost,2021,11,44,4,Thu
2021-11-05,469,Low-cost,2021,11,44,5,Fri
2021-11-06,402,Low-cost,2021,11,44,6,Sat
2021-11-07,449,Low-cost,2021,11,44,7,Sun
2021-11-08,471,Low-cost,2021,11,45,8,Mon
2021-11-09,375,Low-cost,2021,11,45,9,Tue
2021-11-10,372,Low-cost,2021,11,45,10,Wed
2021-11-11,467,Low-cost,2021,11,45,11,Thu
2021-11-12,469,Low-cost,2021,11,45,12,Fri
2021-11-13,402,Low-cost,2021,11,45,13,Sat
2021-11-14,453,Low-cost,2021,11,45,14,Sun
2021-11-15,468,Low-cost,2021,11,46,15,Mon
2021-11-16,381,Low-cost,2021,11,46,16,Tue
2021-11-17,429,Low-cost,2021,11,46,17,Wed
2021-11-18,489,Low-cost,2021,11,46,18,Thu
2021-11-19,491,Low-cost,2021,11,46,19,Fri
2021-11-20,483,Low-cost,2021,11,46,20,Sat
2021-11-21,475,Low-cost,2021,11,46,21,Sun
2021-11-22,491,Low-cost,2021,11,47,22,Mon
2021-11-23,495,Low-cost,2021,11,47,23,Tue
2021-11-24,499,Low-cost,2021,11,47,24,Wed
2021-11-25,423,Low-cost,2021,11,47,25,Thu
2021-11-26,438,Low-cost,2021,11,47,26,Fri
2021-11-27,484,Low-cost,2021,11,47,27,Sat
2021-11-28,495,Low-cost,2021,11,47,28,Sun
2021-11-29,497,Low-cost,2021,11,48,29,Mon
2021-11-30,470,Low-cost,2021,11,48,30,Tue
2021-12-01,390,Low-cost,2021,12,48,1,Wed
2021-12-02,438,Low-cost,2021,12,48,2,Thu
2021-12-03,450,Low-cost,2021,12,48,3,Fri
2021-12-04,419,Low-cost,2021,12,48,4,Sat
2021-12-05,454,Low-cost,2021,12,48,5,Sun
2021-12-06,438,Low-cost,2021,12,49,6,Mon
2021-12-07,370,Low-cost,2021,12,49,7,Tue
2021-12-08,378,Low-cost,2021,12,49,8,Wed
2021-12-09,434,Low-cost,2021,12,49,9,Thu
2021-12-10,441,Low-cost,2021,12,49,10,Fri
2021-12-11,408,Low-cost,2021,12,49,11,Sat
2021-12-12,454,Low-cost,2021,12,49,12,Sun
2021-12-13,438,Low-cost,2021,12,50,13,Mon
2021-12-14,370,Low-cost,2021,12,50,14,Tue
2021-12-15,382,Low-cost,2021,12,50,15,Wed
2021-12-16,472,Low-cost,2021,12,50,16,Thu
2021-12-17,489,Low-cost,2021,12,50,17,Fri
2021-12-18,473,Low-cost,2021,12,50,18,Sat
2021-12-19,470,Low-cost,2021,12,50,19,Sun
2021-12-20,484,Low-cost,2021,12,51,20,Mon
2021-12-21,478,Low-cost,2021,12,51,21,Tue
2021-12-22,478,Low-cost,2021,12,51,22,Wed
2021-12-23,485,Low-cost,2021,12,51,23,Thu
2021-12-24,428,Low-cost,2021,12,51,24,Fri
2021-12-25,396,Low-cost,2021,12,51,25,Sat
2021-12-26,481,Low-cost,2021,12,51,26,Sun
2021-12-27,491,Low-cost,2021,12,52,27,Mon
2021-12-28,486,Low-cost,2021,12,52,28,Tue
2021-12-29,485,Low-cost,2021,12,52,29,Wed
2021-12-30,484,Low-cost,2021,12,52,30,Thu
2021-12-31,436,Low-cost,2021,12,52,31,Fri
2022-01-01,464,Low-cost,2022,1,52,1,Sat
2022-01-02,483,Low-cost,2022,1,52,2,Sun
2022-01-03,489,Low-cost,2022,1,1,3,Mon
2022-01-04,444,Low-cost,2022,1,1,4,Tue
2022-01-05,360,Low-cost,2022,1,1,5,Wed
2022-01-06,428,Low-cost,2022,1,1,6,Thu
2022-01-07,422,Low-cost,2022,1,1,7,Fri
2022-01-08,387,Low-cost,2022,1,1,8,Sat
2022-01-09,449,Low-cost,2022,1,1,9,Sun
2022-01-10,423,Low-cost,2022,1,2,10,Mon
2022-01-11,362,Low-cost,2022,1,2,11,Tue
2022-01-12,361,Low-cost,2022,1,2,12,Wed
2022-01-13,430,Low-cost,2022,1,2,13,Thu
2022-01-14,456,Low-cost,2022,1,2,14,Fri
2022-01-15,386,Low-cost,2022,1,2,15,Sat
2022-01-16,443,Low-cost,2022,1,2,16,Sun
2022-01-17,449,Low-cost,2022,1,3,17,Mon
2022-01-18,373,Low-cost,2022,1,3,18,Tue
2022-01-19,374,Low-cost,2022,1,3,19,Wed
2022-01-20,450,Low-cost,2022,1,3,20,Thu
2022-01-21,451,Low-cost,2022,1,3,21,Fri
2022-01-22,366,Low-cost,2022,1,3,22,Sat
2022-01-23,453,Low-cost,2022,1,3,23,Sun
2022-01-24,447,Low-cost,2022,1,4,24,Mon
2022-01-25,374,Low-cost,2022,1,4,25,Tue
2022-01-26,370,Low-cost,2022,1,4,26,Wed
2022-01-27,460,Low-cost,2022,1,4,27,Thu
2022-01-28,453,Low-cost,2022,1,4,28,Fri
2022-01-29,365,Low-cost,2022,1,4,29,Sat
2022-01-30,454,Low-cost,2022,1,4,30,Sun
2022-01-31,447,Low-cost,2022,1,5,31,Mon
2022-02-01,376,Low-cost,2022,2,5,1,Tue
2022-02-02,373,Low-cost,2022,2,5,2,Wed
2022-02-03,460,Low-cost,2022,2,5,3,Thu
2022-02-04,452,Low-cost,2022,2,5,4,Fri
2022-02-05,368,Low-cost,2022,2,5,5,Sat
2022-02-06,456,Low-cost,2022,2,5,6,Sun
2022-02-07,452,Low-cost,2022,2,6,7,Mon
2022-02-08,378,Low-cost,2022,2,6,8,Tue
2022-02-09,376,Low-cost,2022,2,6,9,Wed
2022-02-10,463,Low-cost,2022,2,6,10,Thu
2022-02-11,458,Low-cost,2022,2,6,11,Fri
2022-02-12,373,Low-cost,2022,2,6,12,Sat
2022-02-13,459,Low-cost,2022,2,6,13,Sun
2022-02-14,455,Low-cost,2022,2,7,14,Mon
2022-02-15,380,Low-cost,2022,2,7,15,Tue
2022-02-16,400,Low-cost,2022,2,7,16,Wed
2022-02-17,472,Low-cost,2022,2,7,17,Thu
2022-02-18,476,Low-cost,2022,2,7,18,Fri
2022-02-19,409,Low-cost,2022,2,7,19,Sat
2022-02-20,468,Low-cost,2022,2,7,20,Sun
2022-02-21,469,Low-cost,2022,2,8,21,Mon
2022-02-22,418,Low-cost,2022,2,8,22,Tue
2022-02-23,418,Low-cost,2022,2,8,23,Wed
2022-02-24,476,Low-cost,2022,2,8,24,Thu
2022-02-25,474,Low-cost,2022,2,8,25,Fri
2022-02-26,409,Low-cost,2022,2,8,26,Sat
2022-02-27,470,Low-cost,2022,2,8,27,Sun
2022-02-28,468,Low-cost,2022,2,9,28,Mon
2022-03-01,418,Low-cost,2022,3,9,1,Tue
2022-03-02,414,Low-cost,2022,3,9,2,Wed
2022-03-03,472,Low-cost,2022,3,9,3,Thu
2022-03-04,448,Low-cost,2022,3,9,4,Fri
2022-03-05,380,Low-cost,2022,3,9,5,Sat
2022-03-06,431,Low-cost,2022,3,9,6,Sun
2022-03-07,435,Low-cost,2022,3,10,7,Mon
2022-03-08,382,Low-cost,2022,3,10,8,Tue
2022-03-09,394,Low-cost,2022,3,10,9,Wed
2022-03-10,459,Low-cost,2022,3,10,10,Thu
2022-03-11,457,Low-cost,2022,3,10,11,Fri
2022-03-12,413,Low-cost,2022,3,10,12,Sat
2022-03-13,453,Low-cost,2022,3,10,13,Sun
2022-03-14,450,Low-cost,2022,3,11,14,Mon
2022-03-15,415,Low-cost,2022,3,11,15,Tue
2022-03-16,419,Low-cost,2022,3,11,16,Wed
2022-03-17,458,Low-cost,2022,3,11,17,Thu
2022-03-18,457,Low-cost,2022,3,11,18,Fri
2022-03-19,419,Low-cost,2022,3,11,19,Sat
2022-03-20,455,Low-cost,2022,3,11,20,Sun
2022-03-21,451,Low-cost,2022,3,12,21,Mon
2022-03-22,415,Low-cost,2022,3,12,22,Tue
2022-03-23,418,Low-cost,2022,3,12,23,Wed
2022-03-24,461,Low-cost,2022,3,12,24,Thu
2022-03-25,460,Low-cost,2022,3,12,25,Fri
2022-03-26,419,Low-cost,2022,3,12,26,Sat
2022-03-27,461,Low-cost,2022,3,12,27,Sun
2022-03-28,454,Low-cost,2022,3,13,28,Mon
2022-03-29,414,Low-cost,2022,3,13,29,Tue
2022-03-30,412,Low-cost,2022,3,13,30,Wed
2022-03-31,458,Low-cost,2022,3,13,31,Thu
2022-04-01,455,Low-cost,2022,4,13,1,Fri
2022-04-02,414,Low-cost,2022,4,13,2,Sat
2022-04-03,476,Low-cost,2022,4,13,3,Sun
2022-04-04,468,Low-cost,2022,4,14,4,Mon
2022-04-05,448,Low-cost,2022,4,14,5,Tue
2022-04-06,448,Low-cost,2022,4,14,6,Wed
2022-04-07,479,Low-cost,2022,4,14,7,Thu
2022-04-08,476,Low-cost,2022,4,14,8,Fri
2022-04-09,372,Low-cost,2022,4,14,9,Sat
2022-04-10,478,Low-cost,2022,4,14,10,Sun
2022-04-11,470,Low-cost,2022,4,15,11,Mon
2022-04-12,445,Low-cost,2022,4,15,12,Tue
2022-04-13,447,Low-cost,2022,4,15,13,Wed
2022-04-14,481,Low-cost,2022,4,15,14,Thu
2022-04-15,474,Low-cost,2022,4,15,15,Fri
2022-04-16,372,Low-cost,2022,4,15,16,Sat
2022-04-17,474,Low-cost,2022,4,15,17,Sun
2022-04-18,470,Low-cost,2022,4,16,18,Mon
2022-04-19,443,Low-cost,2022,4,16,19,Tue
2022-04-20,444,Low-cost,2022,4,16,20,Wed
2022-04-21,473,Low-cost,2022,4,16,21,Thu
2022-04-22,473,Low-cost,2022,4,16,22,Fri
2022-04-23,369,Low-cost,2022,4,16,23,Sat
2022-04-24,475,Low-cost,2022,4,16,24,Sun
2022-04-25,467,Low-cost,2022,4,17,25,Mon
2022-04-26,450,Low-cost,2022,4,17,26,Tue
2022-04-27,456,Low-cost,2022,4,17,27,Wed
2022-04-28,485,Low-cost,2022,4,17,28,Thu
2022-04-29,487,Low-cost,2022,4,17,29,Fri
2022-04-30,382,Low-cost,2022,4,17,30,Sat
2022-05-01,490,Low-cost,2022,5,17,1,Sun
2022-05-02,483,Low-cost,2022,5,18,2,Mon
2022-05-03,471,Low-cost,2022,5,18,3,Tue
2022-05-04,468,Low-cost,2022,5,18,4,Wed
2022-05-05,500,Low-cost,2022,5,18,5,Thu
2022-05-06,507,Low-cost,2022,5,18,6,Fri
2022-05-07,404,Low-cost,2022,5,18,7,Sat
2022-05-08,500,Low-cost,2022,5,18,8,Sun
2022-05-09,501,Low-cost,2022,5,19,9,Mon
2022-05-10,475,Low-cost,2022,5,19,10,Tue
2022-05-11,468,Low-cost,2022,5,19,11,Wed
2022-05-12,498,Low-cost,2022,5,19,12,Thu
2022-05-13,500,Low-cost,2022,5,19,13,Fri
2022-05-14,404,Low-cost,2022,5,19,14,Sat
2022-05-15,504,Low-cost,2022,5,19,15,Sun
2022-05-16,502,Low-cost,2022,5,20,16,Mon
2022-05-17,472,Low-cost,2022,5,20,17,Tue
2022-05-18,468,Low-cost,2022,5,20,18,Wed
2022-05-19,496,Low-cost,2022,5,20,19,Thu
2022-05-20,498,Low-cost,2022,5,20,20,Fri
2022-05-21,405,Low-cost,2022,5,20,21,Sat
2022-05-22,501,Low-cost,2022,5,20,22,Sun
2022-05-23,497,Low-cost,2022,5,21,23,Mon
2022-05-24,470,Low-cost,2022,5,21,24,Tue
2022-05-25,454,Low-cost,2022,5,21,25,Wed
2022-05-26,503,Low-cost,2022,5,21,26,Thu
2022-05-27,506,Low-cost,2022,5,21,27,Fri
2022-05-28,409,Low-cost,2022,5,21,28,Sat
2022-05-29,499,Low-cost,2022,5,21,29,Sun
2022-05-30,497,Low-cost,2022,5,22,30,Mon
2022-05-31,464,Low-cost,2022,5,22,31,Tue
2022-06-01,456,Low-cost,2022,6,22,1,Wed
2022-06-02,495,Low-cost,2022,6,22,2,Thu
2022-06-03,497,Low-cost,2022,6,22,3,Fri
2022-06-04,395,Low-cost,2022,6,22,4,Sat
2022-06-05,479,Low-cost,2022,6,22,5,Sun
2022-06-06,490,Low-cost,2022,6,23,6,Mon
2022-06-07,475,Low-cost,2022,6,23,7,Tue
2022-06-08,475,Low-cost,2022,6,23,8,Wed
2022-06-09,485,Low-cost,2022,6,23,9,Thu
2022-06-10,493,Low-cost,2022,6,23,10,Fri
2022-06-11,447,Low-cost,2022,6,23,11,Sat
2022-06-12,491,Low-cost,2022,6,23,12,Sun
